absolute_mean,absolute_std,absolute_min,absolute_max,absolute_skew,absolute_kurtosis,absolute_var,absolute_range,absolute_median,absolute_rms,person,activity
4.74522444796572,1.910818374150785,2.2860182556,8.66991322006,0.4601012286191566,-1.2110090935285047,3.6512268589922487,6.38389496446,4.40749850884,2.178353609487156,mukit,walking
5.70267795897888,2.286482635992605,3.5980426967700003,12.47903147614,1.8909588939214519,2.6320096465152334,5.228002844695691,8.88098877937,4.75148151176,2.3880280481976923,mukit,walking
5.7989190098034795,0.7140151987397374,4.04856699398,7.01293484322,-0.5553071556340873,-0.3965641919270806,0.5098177040313466,2.9643678492400003,5.86658054137,2.4080944769264097,mukit,walking
6.21547237964244,0.5860501639640978,5.0314245172600005,7.3568957674,-0.004965754051658868,-0.783334711818839,0.34345479468234597,2.3254712501399997,6.10688583317,2.4930849122407444,mukit,walking
7.077505176132759,1.0701112891632185,5.4905585734199995,9.99262972262,0.80570791036173,0.03432329360420727,1.1451381711945654,4.502071149200001,6.8927784482700005,2.6603580917111063,mukit,walking
5.491046944171368,2.324472019285148,1.7522138063080002,10.867278453559999,0.4134596115668599,-0.6214360539019732,5.403170168439573,9.115064647251998,4.958143207659999,2.343298304563755,mukit,walking
2.688059533262472,0.9756640381179976,0.8043978237480001,4.8443314404799995,-0.2864229594231341,-0.5802442486324675,0.9519203152767175,4.039933616731999,2.86349646081,1.6395302782390058,mukit,walking
4.72957355370972,1.0300453414634396,3.036949732378,7.4730599261399995,0.4046776952618842,-0.35215907115263034,1.0609934054705341,4.4361101937619996,4.71693055377,2.174758274776698,mukit,walking
5.994098712383839,1.114654393646496,4.1025012819599995,8.46627352488,0.1818760626940487,-0.8320887080330626,1.242454417275438,4.3637722429200005,5.96195601933,2.4482848511527084,mukit,walking
4.251813442970684,1.7739320387373068,2.392892176062,8.33950644682,0.6488965327343752,-1.0909309445562991,3.1468348780586974,5.946614270757999,3.067271460072,2.0619925904257475,mukit,walking
3.0730668467211397,0.3710034878252103,2.133604895396,3.8456021204399997,-0.28412602035941165,-0.2271496595410718,0.13764358797847098,1.7119972250439996,3.08403568344,1.7530164992723656,mukit,walking
3.645852617808896,0.3501120959698907,2.85546637621,4.39426218518,0.16233409792474546,-0.7563704384112961,0.12257847974442992,1.5387958089699998,3.6189265232,1.9094115894193415,mukit,walking
4.23680580554948,0.796509147824506,2.98174941998,5.83091545752,0.4061862847008342,-1.1838793196931159,0.6344268225681207,2.84916603754,3.9699562347860002,2.0583502630867954,mukit,walking
