"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.942942612E1,1.605112152E0,-1.214888626E1,-4.647685089E0,1.310621223E1
7.943946812E1,4.284390564E0,-1.035082535E1,-1.279838562E1,1.700865257E1
7.944951012E1,7.303462372E0,-9.160500641E0,-1.921599014E1,2.250576841E1
7.945955213E1,8.393046570E0,-8.865015106E0,-1.519909332E1,1.949472137E1
7.946959412E1,7.900121613E0,-9.698631592E0,-6.626719666E0,1.415587474E1
7.947963512E1,6.375691681E0,-1.055604858E1,3.230282593E-1,1.233628604E1
7.948967712E1,5.040318604E0,-9.377399597E0,3.404819641E0,1.117735352E1
7.949971913E1,4.051175537E0,-7.711513824E0,4.412524109E0,9.764724149E0
7.950976112E1,3.183579712E0,-6.002966766E0,5.031187592E0,8.454799723E0
7.951980312E1,2.390229492E0,-4.105512543E0,4.967719574E0,6.873621173E0
7.952984512E1,1.832189941E0,-2.550995178E0,4.407734070E0,5.412265331E0
7.953988712E1,1.381626892E0,-1.403631134E0,4.071982269E0,4.523285623E0
7.954992912E1,6.947053528E-1,-5.578898621E-1,3.522175598E0,3.633122289E0
7.955997012E1,4.745132446E-2,-1.077758789E-1,2.823728027E0,2.826182450E0
7.957001212E1,-4.011657715E-1,-1.657054138E-1,2.329306183E0,2.369400674E0
7.958005412E1,-7.066804504E-1,-9.743238831E-1,1.985920258E0,2.322193695E0
7.959009613E1,-7.906558228E-1,-2.938539276E0,1.933379517E0,3.605288624E0
7.960013812E1,-8.258326721E-1,-5.265749817E0,1.800455933E0,5.625989895E0
7.961018012E1,-2.255210266E0,-8.905281372E0,-1.993105316E0,9.400131832E0
7.962022212E1,-4.732857971E0,-1.510898071E1,-7.666607208E0,1.759142146E1
7.963026313E1,-5.835764465E0,-2.113275421E1,-9.194929047E0,2.377385471E1
7.964030512E1,-5.291496277E0,-2.121164017E1,-6.530619507E0,2.281627933E1
7.965034712E1,-3.943848724E0,-1.832908447E1,-4.409230957E0,1.926007783E1
7.966038912E1,-2.429447937E0,-1.607986176E1,-3.619024200E0,1.666017730E1
7.967043112E1,-1.075812836E0,-1.400742142E1,-2.925965424E0,1.435013943E1
7.968047313E1,-3.561094666E-1,-1.151166138E1,-1.846560059E0,1.166425933E1
7.969051512E1,3.225791931E-1,-9.780960388E0,-5.920188904E-1,9.804169002E0
7.970056337E1,1.036145325E0,-8.706644440E0,1.110690308E-1,8.768785028E0
7.971060437E1,1.362466736E0,-7.942932587E0,5.200186157E-1,8.075698920E0
7.972064637E1,1.495390320E0,-7.560178528E0,8.589138794E-1,7.754368100E0
7.973068837E1,1.658551025E0,-7.639214172E0,9.177415466E-1,7.870872520E0
7.974073037E1,1.746118927E0,-7.980354767E0,6.224057007E-1,8.192825054E0
7.975077237E1,1.811682587E0,-8.423134003E0,8.442443848E-2,8.616177094E0
7.976081437E1,1.908680878E0,-8.820856934E0,-6.387217712E-1,9.047571234E0
7.977085637E1,2.116897888E0,-9.254654846E0,-1.291663971E0,9.581142354E0
7.978089838E1,2.301763458E0,-9.811047821E0,-1.730700989E0,1.022497434E1
7.979093937E1,2.202968903E0,-1.035621414E1,-1.886526947E0,1.075468397E1
7.980098137E1,1.937421112E0,-1.048943710E1,-1.893562317E0,1.083362680E1
7.981102337E1,1.527124329E0,-1.015024246E1,-1.930834808E0,1.044450352E1
7.982106537E1,1.023571472E0,-9.743837585E0,-1.821412354E0,9.965320487E0
7.983110737E1,6.074368286E-1,-9.618548126E0,-1.597178650E0,9.769156934E0
7.984114937E1,3.234773254E-1,-9.739197235E0,-1.442849579E0,9.850807849E0
7.985119137E1,1.380130005E-1,-9.895172882E0,-1.301543427E0,9.981358086E0
7.986123337E1,2.649490356E-2,-9.981842651E0,-1.075812836E0,1.003968416E1
7.987127437E1,-2.544708252E-2,-9.955198059E0,-8.384065247E-1,9.990472534E0
7.988131637E1,7.933502197E-3,-9.736203461E0,-6.849755859E-1,9.760272144E0
7.989135837E1,1.098715210E-1,-9.458979950E0,-5.977070618E-1,9.478482325E0
7.990140037E1,1.507365417E-1,-9.257947998E0,-6.764433289E-1,9.283851475E0
7.991144237E1,8.427474976E-2,-9.176667023E0,-9.348060608E-1,9.224542387E0
7.992148437E1,-1.155596924E-1,-9.265282745E0,-1.254092102E0,9.350484768E0
7.993152637E1,-3.541635132E-1,-9.399553528E0,-1.469494171E0,9.520317822E0
7.994156837E1,-5.828878784E-1,-9.512119446E0,-1.544488220E0,9.654305697E0
7.995160937E1,-7.426057434E-1,-9.645791473E0,-1.522933044E0,9.793471371E0
7.996165137E1,-7.156617737E-1,-9.951904907E0,-1.416204987E0,1.007760982E1
7.997169337E1,-3.740721130E-1,-1.024484573E1,-1.354084167E0,1.034071264E1
7.998173537E1,1.184037781E-1,-1.012210098E1,-1.194665680E0,1.019304537E1
7.999177737E1,5.659730530E-1,-9.890831909E0,-8.858578491E-1,9.946538367E0
8.000181938E1,9.630972290E-1,-9.726024628E0,-5.430706787E-1,9.788668811E0
8.001186137E1,1.270408173E0,-9.659263458E0,-2.716850281E-1,9.746236209E0
8.002190337E1,1.464105377E0,-9.661359100E0,-1.329235840E-1,9.772570435E0
8.003194437E1,1.581611023E0,-9.689500580E0,-2.245330811E-1,9.820301931E0
8.004198637E1,1.644629974E0,-9.699829102E0,-4.773573303E-1,9.849840728E0
8.005202837E1,1.760039978E0,-9.768985291E0,-7.794291687E-1,9.956822995E0
8.006207037E1,1.911225586E0,-9.816286926E0,-1.041683807E0,1.005471916E1
8.007211237E1,1.992805939E0,-9.795629883E0,-1.285077667E0,1.007854478E1
8.008215437E1,1.962568817E0,-9.713001709E0,-1.431024170E0,1.001208813E1
8.009219638E1,1.819915466E0,-9.561217346E0,-1.459015961E0,9.841630811E0
8.010223837E1,1.543590088E0,-9.538314972E0,-1.432221680E0,9.767977365E0
8.011227937E1,1.225351868E0,-9.634864197E0,-1.413061523E0,9.814725577E0
8.012232137E1,8.872050476E-1,-9.729766846E0,-1.335223389E0,9.860949101E0
8.013236337E1,5.785469055E-1,-9.831405487E0,-1.215173035E0,9.923099106E0
8.014240537E1,3.251239014E-1,-9.859696655E0,-1.092128906E0,9.925324641E0
8.015244737E1,1.942959595E-1,-9.855954437E0,-9.696835327E-1,9.905446731E0
8.016248937E1,3.270698547E-1,-9.943522339E0,-8.966354370E-1,9.989222507E0
8.017253137E1,6.065386963E-1,-1.005025040E1,-8.967851257E-1,1.010839482E1
8.018257338E1,7.297325134E-1,-9.984537048E0,-8.647517395E-1,1.004844690E1
8.019261437E1,7.351213074E-1,-9.740245056E0,-7.352709961E-1,9.795580663E0
8.020265637E1,7.066804504E-1,-9.459728394E0,-5.813909912E-1,9.503887311E0
8.021269837E1,6.677613831E-1,-9.246721344E0,-4.972659302E-1,9.284128084E0
8.022274038E1,6.644682312E-1,-9.179361420E0,-5.483097839E-1,9.219698353E0
8.023278237E1,7.749385071E-1,-9.303004303E0,-6.929090881E-1,9.360904965E0
8.024282437E1,1.053209839E0,-9.569001160E0,-8.996292114E-1,9.668731400E0
8.025286637E1,1.418749695E0,-9.867330780E0,-1.150507507E0,1.003497558E1
8.026290837E1,1.641336823E0,-1.009036697E1,-1.356928253E0,1.031264983E1
8.027294937E1,1.670975189E0,-1.018871246E1,-1.334774323E0,1.041074648E1
8.028299137E1,1.615141296E0,-1.024409729E1,-1.176253967E0,1.043713486E1
8.029303337E1,1.489402771E0,-1.034169434E1,-1.138981476E0,1.051029215E1
8.030307537E1,1.208137665E0,-1.032208511E1,-1.190624084E0,1.046052692E1
8.031311738E1,7.542814636E-1,-1.014635056E1,-1.300345917E0,1.025710825E1
8.032315937E1,3.147953796E-1,-9.965376892E0,-1.392105103E0,1.006706458E1
8.033320137E1,7.065307617E-2,-9.911488953E0,-1.344653778E0,1.000253462E1
8.034324337E1,2.409988403E-2,-9.957293701E0,-1.157692566E0,1.002439678E1
8.035328437E1,1.453477478E-1,-1.000504440E1,-8.851094055E-1,1.004517089E1
8.036332637E1,3.980223083E-1,-1.000474503E1,-6.506968689E-1,1.003378050E1
8.037336837E1,6.509962463E-1,-9.808952179E0,-4.884342957E-1,9.842657518E0
8.038341037E1,8.138575745E-1,-9.460626526E0,-4.448748779E-1,9.505984014E0
8.039345237E1,9.397457886E-1,-9.114695892E0,-5.135820007E-1,9.177394501E0
8.040349438E1,1.028660889E0,-8.952732697E0,-7.611671448E-1,9.043723867E0
8.041353637E1,1.078656921E0,-9.042396240E0,-1.106648712E0,9.173499980E0
8.042357837E1,1.097218323E0,-9.301806793E0,-1.300794983E0,9.456191900E0
8.043361937E1,1.070274353E0,-9.567354584E0,-1.319655762E0,9.717059856E0
8.044366138E1,1.006956024E0,-9.678273926E0,-1.235680389E0,9.808662123E0
8.045370337E1,1.003363495E0,-9.771529999E0,-1.076561279E0,9.881726621E0
8.046374537E1,1.121617584E0,-9.954150238E0,-8.801696777E-1,1.005573625E1
8.047378737E1,1.179846497E0,-1.003094055E1,-6.436614990E-1,1.012057835E1
8.048382937E1,1.018182678E0,-9.832453308E0,-3.885919189E-1,9.892665854E0
8.049387137E1,8.252339172E-1,-9.509125671E0,-2.427951050E-1,9.547954310E0
8.050391337E1,7.011419678E-1,-9.222322083E0,-2.222877502E-1,9.251607239E0
8.051395537E1,6.312373352E-1,-9.075028381E0,-3.613485718E-1,9.104129474E0
8.052399637E1,5.950126648E-1,-9.111552429E0,-6.373745728E-1,9.153178360E0
8.053403838E1,5.601351929E-1,-9.333690491E0,-1.008752289E0,9.404738741E0
8.054408037E1,4.987628174E-1,-9.717642059E0,-1.290915527E0,9.815691236E0
8.055412237E1,3.938310242E-1,-1.008333160E1,-1.346150665E0,1.018041260E1
8.056416437E1,2.264790344E-1,-1.024768982E1,-1.238524475E0,1.032474611E1
8.057420637E1,3.562591553E-2,-1.012883698E1,-9.831555176E-1,1.017650247E1
8.058424837E1,-9.654922485E-2,-9.846524048E0,-5.963598633E-1,9.865039415E0
8.059429037E1,-1.169068909E-1,-9.693841553E0,-1.895059204E-1,9.696398495E0
8.060433137E1,-1.437011719E-2,-9.770182800E0,1.564247131E-1,9.771445499E0
8.061437337E1,2.258802795E-1,-9.972711639E0,3.478765869E-1,9.981333451E0
8.062441538E1,6.502478027E-1,-1.015982254E1,3.296145630E-1,1.018594434E1
8.063445737E1,9.964778137E-1,-1.026011398E1,2.151026917E-1,1.031063413E1
8.064449937E1,1.225651245E0,-1.015817596E1,1.041833496E-1,1.023238066E1
8.065454137E1,1.406475220E0,-9.906698914E0,2.395019531E-2,1.000606963E1
8.066458337E1,1.530267792E0,-9.673034821E0,1.212478638E-2,9.793337999E0
8.067462537E1,1.567839661E0,-9.543554077E0,6.646179199E-2,9.671709404E0
8.068466637E1,1.555116119E0,-9.548493805E0,1.059796143E-1,9.674882520E0
8.069470187E1,1.547332306E0,-9.642947388E0,1.374142456E-1,9.767269540E0
8.070474387E1,1.578916626E0,-9.694140930E0,2.728825378E-1,9.825671019E0
8.071478587E1,1.647923126E0,-9.683812408E0,4.519102478E-1,9.833417324E0
8.072482787E1,1.723964996E0,-9.541757812E0,6.032455444E-1,9.714993703E0
8.073486987E1,1.801054688E0,-9.282946014E0,7.203021240E-1,9.483444514E0
8.074491187E1,1.857187958E0,-9.077423401E0,7.929011536E-1,9.299325510E0
8.075495387E1,1.902843018E0,-9.037456512E0,7.770341492E-1,9.268236824E0
8.076499487E1,1.947599945E0,-9.237740021E0,6.234535217E-1,9.461378363E0
8.077503687E1,1.894161072E0,-9.642648010E0,3.701802063E-1,9.833897508E0
8.078507887E1,1.683249664E0,-1.000235001E1,7.035369873E-3,1.014299682E1
8.079512087E1,1.350940704E0,-1.020113663E1,-4.285588074E-1,1.029912093E1
8.080516287E1,9.921368408E-1,-1.021640488E1,-8.746311951E-1,1.030166219E1
8.081520487E1,6.990463257E-1,-1.009336075E1,-1.252744904E0,1.019480097E1
8.082524687E1,5.686674500E-1,-9.955946503E0,-1.458716583E0,1.007829884E1
8.083528887E1,6.694079590E-1,-9.798174591E0,-1.483415222E0,9.932414261E0
8.084533087E1,9.598040771E-1,-9.607321472E0,-1.340462494E0,9.747753045E0
8.085537187E1,1.123563538E0,-9.367819519E0,-1.161135406E0,9.506138701E0
8.086541387E1,9.758207703E-1,-9.250164185E0,-9.749226379E-1,9.352445550E0
8.087545587E1,8.315208435E-1,-9.544751587E0,-7.098239136E-1,9.607161899E0
8.088549787E1,9.178912354E-1,-1.005144791E1,-3.499722290E-1,1.009933710E1
8.089553987E1,1.032852173E0,-1.028301636E1,8.562194824E-2,1.033511200E1
8.090558187E1,1.165626068E0,-9.998757477E0,4.692741394E-1,1.007740311E1
8.091562388E1,1.424587555E0,-9.365274811E0,6.773414612E-1,9.497189765E0
8.092566587E1,1.696721649E0,-8.977581024E0,7.508386230E-1,9.167310622E0
8.093570687E1,1.892065430E0,-8.924291840E0,7.198530579E-1,9.151015509E0
8.094574887E1,2.052232361E0,-9.128616943E0,6.030958557E-1,9.375874870E0
8.095579087E1,2.226020966E0,-9.462273102E0,3.811074829E-1,9.728053480E0
8.096583287E1,2.377805328E0,-9.724078674E0,9.220825195E-2,1.001100228E1
8.097587487E1,2.312990112E0,-9.760602722E0,-2.031275940E-1,1.003297312E1
8.098591687E1,1.907633057E0,-9.496851196E0,-3.966751099E-1,9.694668518E0
8.099595887E1,1.394949188E0,-9.113498383E0,-4.649331665E-1,9.231354118E0
8.100600088E1,1.045575714E0,-8.765771484E0,-4.951702881E-1,8.841785561E0
8.101604187E1,7.590715027E-1,-8.442294159E0,-4.625381470E-1,8.488961170E0
8.102608387E1,5.273533630E-1,-8.171058197E0,-4.064048767E-1,8.198137505E0
8.103612587E1,3.442840576E-1,-7.940387878E0,-4.186793518E-1,7.958868234E0
8.104616787E1,1.047821045E-1,-7.737559662E0,-5.083428955E-1,7.754948182E0
8.105620987E1,-2.128573608E-1,-7.411986694E0,-5.477110291E-1,7.435243263E0
8.106625187E1,-5.858816528E-1,-6.784341888E0,-3.987707520E-1,6.821258702E0
8.107629387E1,-9.598040771E-1,-5.914201355E0,-1.428030396E-1,5.993279089E0
8.108633587E1,-1.273701324E0,-4.980293427E0,-1.046324158E-1,5.141652032E0
8.109637788E1,-1.539249115E0,-4.178111572E0,-2.260299683E-1,4.458362221E0
8.110641887E1,-1.719624023E0,-3.663930817E0,-4.128414917E-1,4.068406802E0
8.111646087E1,-1.829345856E0,-3.460054779E0,-8.830137634E-1,4.012256054E0
8.112650287E1,-2.032922516E0,-3.529660034E0,-2.211052094E0,4.634654817E0
8.113654488E1,-2.396516418E0,-3.694467316E0,-3.891008606E0,5.876421331E0
8.114658687E1,-2.942431183E0,-3.866908722E0,-5.267546082E0,7.166444450E0
8.115662887E1,-4.021986237E0,-4.917573853E0,-9.868827667E0,1.173680814E1
8.116667087E1,-4.785548401E0,-7.403753815E0,-1.498533783E1,1.738612648E1
8.117671287E1,-3.770658875E0,-8.019124146E0,-9.142837372E0,1.273246620E1
8.118675387E1,-1.060544586E0,-7.154073029E0,-2.507585449E0,7.654639149E0
8.119679587E1,2.749781799E-1,-7.271878052E0,9.761201477E-1,7.342249924E0
8.120683787E1,1.175355835E0,-8.725355530E0,2.586621094E0,9.176268258E0
8.121687987E1,1.562151489E0,-9.937235413E0,3.039878540E0,1.050855968E1
8.122692188E1,-6.191125488E-1,-1.072429871E1,1.628014526E0,1.086482003E1
8.123696387E1,-3.669469299E0,-1.115375565E1,-1.259181519E0,1.180918321E1
8.124700587E1,-3.518433380E0,-1.146855103E1,-1.276096344E0,1.206380777E1
8.125704787E1,-2.535876617E0,-1.301453613E1,-2.139351196E0,1.343077230E1
8.126708987E1,-2.506986694E0,-1.623568771E1,-5.941145325E0,1.746939454E1
8.127713087E1,-2.797981567E0,-1.804078400E1,-5.344486084E0,1.902267383E1
8.128717287E1,-3.236868896E0,-1.890284134E1,-2.309996338E0,1.931659427E1
8.129721487E1,-3.566633148E0,-2.117960678E1,-1.013542328E0,2.150171815E1
8.130725687E1,-2.666704559E0,-2.388298508E1,-7.677534485E-1,2.404366309E1
8.131729888E1,-1.751956787E0,-2.683170319E1,-1.620230713E0,2.693760932E1
8.132734087E1,-1.169967041E0,-3.007740372E1,-4.095333710E0,3.037747184E1
8.133738287E1,1.751358032E-2,-3.234189468E1,-8.056396637E0,3.333022630E1
8.134742487E1,9.577084351E-1,-3.108929947E1,-8.943152618E0,3.236420439E1
8.135746588E1,6.373745728E-1,-2.672512482E1,-6.638844452E0,2.754474176E1
8.136750787E1,-9.340576172E-2,-2.274430298E1,-4.514462128E0,2.318819551E1
8.137754987E1,-6.541397095E-1,-2.032548294E1,-2.502496033E0,2.048940316E1
8.138759187E1,-9.484277344E-1,-1.878009659E1,-7.153623962E-1,1.881763233E1
8.139763387E1,-1.046773224E0,-1.763872009E1,6.581813049E-1,1.768200733E1
8.140767587E1,-1.152303772E0,-1.674268341E1,1.393152924E0,1.684001564E1
8.141771787E1,-1.418899384E0,-1.608869339E1,1.619631958E0,1.623214521E1
8.142775987E1,-1.723515930E0,-1.554367676E1,1.545985107E0,1.571516670E1
8.143780187E1,-1.784439240E0,-1.465392700E1,1.007405090E0,1.479650854E1
8.144784288E1,-1.381776581E0,-1.303669006E1,-1.721420288E-2,1.310972504E1
8.145788487E1,-8.117619324E-1,-1.073462723E1,-1.432820435E0,1.086020965E1
8.146792687E1,-3.573069763E-1,-8.081544342E0,-2.807561646E0,8.562793331E0
8.147796887E1,-8.681945801E-2,-5.364993439E0,-3.718267822E0,6.528109053E0
8.148801087E1,-7.963439941E-2,-2.958597565E0,-4.035158844E0,5.004213033E0
8.149805287E1,-3.606001282E-1,-1.307830353E0,-3.518433380E0,3.770918474E0
8.150809487E1,-8.431965637E-1,-1.773811340E-1,-2.437980194E0,2.585767186E0
8.151813687E1,-1.346450043E0,8.957373047E-1,-1.505718842E0,2.209629441E0
8.152817887E1,-1.632205811E0,1.881736908E0,-8.954379272E-1,2.647043385E0
8.153821988E1,-1.673370209E0,2.614163818E0,-1.142873383E0,3.307594276E0
8.154826187E1,-1.995350647E0,3.462599487E0,-2.416125641E0,4.669976716E0
8.155830387E1,-2.878214722E0,4.310885468E0,-3.811224518E0,6.433761406E0
8.156834587E1,-3.507805481E0,4.190535736E0,-3.504961395E0,6.492306480E0
8.157838787E1,-3.560346222E0,3.467239838E0,-2.383643188E0,5.511766701E0
8.158842987E1,-3.540886688E0,3.047961731E0,-1.586999817E0,4.934219054E0
8.159847187E1,-3.587739258E0,2.819836121E0,-1.004710693E0,4.672557363E0
8.160851387E1,-3.049308929E0,1.801653442E0,-2.615061951E-1,3.551425849E0
8.161855487E1,-2.030677185E0,5.167254639E-1,5.050497437E-1,2.155395620E0
8.162859687E1,-1.250798950E0,-1.836680603E-1,7.794291687E-1,1.485173996E0
8.163863887E1,-6.707551575E-1,-3.559597778E-1,8.517288208E-1,1.141079239E0
8.164868087E1,-1.052311707E-1,-2.005828857E-1,7.083270264E-1,7.436627392E-1
8.165872287E1,4.287084961E-1,1.550775146E-1,2.242337036E-1,5.080558670E-1
8.166876487E1,9.436376953E-1,6.508465576E-1,-3.728746033E-1,1.205441335E0
8.167880687E1,1.250349884E0,9.087602234E-1,-6.644682312E-1,1.682479719E0
8.168884887E1,1.206341400E0,7.602690125E-1,-6.533912659E-1,1.568498866E0
8.169889037E1,1.097368011E0,4.921765137E-1,-6.768923950E-1,1.380086080E0
8.170893137E1,1.085692291E0,1.477427673E-1,-9.363029480E-1,1.441256010E0
8.171897337E1,1.168769531E0,-4.005670166E-1,-1.429227905E0,1.889224327E0
8.172901537E1,1.054407349E0,-1.292412415E0,-2.175276489E0,2.741155324E0
8.173905737E1,4.016148376E-1,-2.091301117E0,-2.608625336E0,3.367456159E0
8.174909937E1,2.409988403E-2,-2.453996887E0,-1.778002625E0,3.030507360E0
8.175914137E1,-1.041833496E-1,-3.247945862E0,-4.162843323E-1,3.276171414E0
8.176918337E1,-4.222718811E-1,-6.000422058E0,-4.490661621E-3,6.015263800E0
8.177922537E1,-1.589694214E0,-1.132335297E1,-1.347198486E-3,1.143439775E1
8.178926737E1,-2.909200287E0,-1.905507477E1,3.171903992E-1,1.927848361E1
8.179930837E1,-4.691094818E0,-2.925097229E1,1.864822083E0,2.968338444E1
8.180935037E1,-6.868916016E0,-3.953608429E1,4.386029205E0,4.036732863E1
8.181939237E1,-9.484277344E0,-4.785293930E1,7.253316650E0,4.932003567E1
8.182943437E1,-9.858199768E0,-4.983137512E1,6.274053040E0,5.118313971E1
8.183947637E1,-8.200696564E0,-4.133938431E1,1.246008911E0,4.216335681E1
8.184951837E1,-5.494474182E0,-2.725427444E1,-5.812562714E0,2.840370763E1
8.185956038E1,-2.297272797E0,-1.630304764E1,-1.826711334E1,2.459175176E1
8.186960237E1,-1.751358032E-1,-1.250020569E1,-1.980711090E1,2.342237087E1
8.187964337E1,9.702822876E-1,-1.184711380E1,-1.378318771E1,1.820087406E1
8.188968537E1,1.272354126E0,-1.189920547E1,-7.496111755E0,1.412096553E1
8.189972737E1,1.093775482E0,-1.264899628E1,-2.030377808E0,1.285752253E1
8.190976937E1,9.095086670E-1,-1.248972748E1,2.854563904E-1,1.252605220E1
8.191981137E1,7.463479614E-1,-1.136586456E1,1.381177826E0,1.147377727E1
8.192985337E1,4.927752686E-1,-9.764494629E0,2.323618011E0,1.004924791E1
8.193989537E1,2.826123047E-1,-7.948471069E0,2.812351685E0,8.436076342E0
8.194993738E1,2.347119141E-1,-6.127956848E0,2.838696899E0,6.757599049E0
8.195997937E1,2.748284912E-1,-4.410278778E0,2.338736572E0,4.999577818E0
8.197002137E1,3.047662354E-1,-2.715802460E0,1.584455109E0,3.158949738E0
8.198006237E1,3.987707520E-1,-1.194515991E0,8.836125183E-1,1.538394503E0
8.199010437E1,4.543052673E-1,7.229965210E-2,6.716532898E-1,8.140876226E-1
8.200014637E1,4.682263184E-1,7.872129822E-1,7.798782349E-1,1.202975572E0
8.201018837E1,5.074447632E-1,7.705975342E-1,6.491999817E-1,1.128176123E0
8.202023037E1,3.806584167E-1,-2.038760376E-1,-1.281335449E-1,4.504269911E-1
8.203027237E1,3.459306335E-1,-2.590213623E0,-1.650916901E0,3.091019448E0
8.204031438E1,3.320095825E-1,-5.980513458E0,-3.457061005E0,6.915782123E0
8.205035637E1,2.212399292E-1,-9.094487915E0,-4.048780518E0,9.957473637E0
8.206039737E1,2.532733154E-1,-1.157108780E1,-3.759282532E0,1.216907660E1
8.207043937E1,3.183879089E-1,-1.349234253E1,-3.525319061E0,1.394892656E1
8.208048138E1,4.266128540E-1,-1.493653931E1,-3.244203644E0,1.529075087E1
8.209052337E1,6.959028625E-1,-1.579844696E1,-2.750081177E0,1.605111067E1
8.210056537E1,9.843530273E-1,-1.548125656E1,-2.186802521E0,1.566589802E1
8.211060737E1,8.375083923E-1,-1.322200470E1,-1.931882629E0,1.338861453E1
8.212064937E1,5.508544922E-2,-1.117635864E1,-2.091001740E0,1.137041403E1
8.213069138E1,-9.354048157E-1,-1.030352371E1,-2.435435486E0,1.062868426E1
8.214073337E1,-1.842817841E0,-9.688452759E0,-2.750380554E0,1.023849050E1
8.215077437E1,-2.437830505E0,-9.143585815E0,-2.694247284E0,9.839062332E0
8.216081637E1,-2.698887634E0,-8.907377014E0,-2.349065094E0,9.599138844E0
8.217085838E1,-2.599644012E0,-9.127120056E0,-2.079625397E0,9.715313237E0
8.218090037E1,-1.925595703E0,-9.766590271E0,-2.026336212E0,1.015875203E1
8.219094237E1,-7.914042664E-1,-1.025113266E1,-2.122586060E0,1.049844813E1
8.220098437E1,4.670288086E-1,-1.028166916E1,-2.253713379E0,1.053613120E1
8.221102637E1,1.447190552E0,-1.015533188E1,-2.262095947E0,1.050438976E1
8.222106837E1,2.139800262E0,-9.946216736E0,-2.206561432E0,1.041032593E1
8.223111037E1,2.519410858E0,-9.673334198E0,-2.116897888E0,1.021773371E1
8.224115237E1,2.681972809E0,-9.314680023E0,-1.964664459E0,9.890204675E0
8.225119337E1,2.575544128E0,-8.835676117E0,-1.887125702E0,9.394883896E0
8.226123538E1,2.219284973E0,-8.436605988E0,-1.943857727E0,8.937568419E0
8.227127737E1,1.641935577E0,-8.467292175E0,-1.808988190E0,8.812685600E0
8.228131937E1,8.533753967E-1,-8.787775726E0,-1.511257324E0,8.957519215E0
8.229136137E1,8.532257080E-2,-9.018446045E0,-1.248104553E0,9.104801699E0
8.230140337E1,-5.170248413E-1,-9.189839630E0,-9.854008484E-1,9.256969372E0
8.231144537E1,-9.116043091E-1,-9.331295471E0,-7.234455872E-1,9.403588204E0
8.232148737E1,-1.096619568E0,-9.425898743E0,-5.212161255E-1,9.503778608E0
8.233152937E1,-1.088536377E0,-9.534423065E0,-4.662803650E-1,9.607681927E0
8.234157037E1,-8.533753967E-1,-9.651329956E0,-7.408094788E-1,9.717263924E0
8.235161237E1,-4.394860840E-1,-9.751322021E0,-1.260229340E0,9.842235883E0
8.236165437E1,-1.901046753E-2,-9.849218445E0,-1.734143829E0,1.000073598E1
8.237169637E1,3.044668579E-1,-9.870923309E0,-1.986668701E0,1.007346413E1
8.238173837E1,5.598358154E-1,-9.737850037E0,-1.884730682E0,9.934351978E0
8.239178037E1,7.711962891E-1,-9.602381744E0,-1.518592072E0,9.752261315E0
8.240182237E1,9.005273438E-1,-9.588460693E0,-1.380279694E0,9.729064703E0
8.241186437E1,9.460327148E-1,-9.697134705E0,-1.519789581E0,9.860991824E0
8.242190637E1,9.446855164E-1,-9.878707123E0,-1.703307953E0,1.006888987E1
8.243194737E1,9.032217407E-1,-1.002585114E1,-1.731748810E0,1.021432594E1
8.244198937E1,8.532257080E-1,-1.006117767E1,-1.551972656E0,1.021586557E1
8.245203137E1,7.942483521E-1,-1.007090744E1,-1.319955139E0,1.018804636E1
8.246207337E1,7.294331360E-1,-1.004980133E1,-1.187929688E0,1.014602170E1
8.247211537E1,6.243516541E-1,-9.932295685E0,-1.279539185E0,1.003381947E1
8.248215737E1,4.010160828E-1,-9.726623383E0,-1.434616699E0,9.840027510E0
8.249219937E1,1.576222229E-1,-9.470805359E0,-1.449884949E0,9.582440466E0
8.250224137E1,-1.317260742E-2,-9.299411774E0,-1.330133972E0,9.394066704E0
8.251228337E1,-1.555265808E-1,-9.228159943E0,-1.141825562E0,9.299832797E0
8.252232437E1,-3.493734741E-1,-9.232949982E0,-1.080303497E0,9.302498741E0
8.253236637E1,-5.698649597E-1,-9.287137299E0,-1.111139374E0,9.370714806E0
8.254240837E1,-7.587721252E-1,-9.375453644E0,-1.194366302E0,9.481633669E0
8.255245037E1,-8.767268372E-1,-9.468859406E0,-1.346749420E0,9.604253349E0
8.256249238E1,-9.373507690E-1,-9.574839020E0,-1.500330048E0,9.736896783E0
8.257253437E1,-9.466314697E-1,-9.656419373E0,-1.648372192E0,9.841731409E0
8.258257637E1,-9.145980835E-1,-9.567803650E0,-1.750160522E0,9.769463557E0
8.259261837E1,-8.015830994E-1,-9.288634186E0,-1.741478577E0,9.484408687E0
8.260266037E1,-6.430627441E-1,-8.924591217E0,-1.647474060E0,9.098133263E0
8.261270137E1,-4.734654236E-1,-8.582402802E0,-1.642684021E0,8.751012407E0
8.262274337E1,-3.971241760E-1,-8.298443298E0,-1.960323486E0,8.536084404E0
8.263278537E1,-4.303550720E-1,-8.099506989E0,-2.418820038E0,8.463918083E0
8.264282737E1,-5.400769043E-1,-8.072563019E0,-2.895279236E0,8.593055255E0
8.265286938E1,-7.089257812E-1,-8.127498779E0,-3.055296478E0,8.711696089E0
8.266291137E1,-9.280700684E-1,-8.125103760E0,-2.781366119E0,8.637975611E0
