"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.486452862E1,3.071612549E0,-8.930578766E0,-1.060544586E1,1.420089866E1
3.487456962E1,3.863166504E0,-1.136870865E1,-4.726720734E0,1.290401026E1
3.488461162E1,4.094435577E0,-1.288670197E1,-1.169368286E0,1.357199000E1
3.489465262E1,4.023483124E0,-1.306078995E1,-1.121168518E-1,1.366693897E1
3.490469362E1,3.539240112E0,-1.197225357E1,2.320175171E-2,1.248445491E1
3.491473562E1,3.162922668E0,-1.018721558E1,-1.094224548E-1,1.066749335E1
3.492477662E1,2.856509857E0,-8.041128387E0,-1.776805115E-1,8.535277656E0
3.493481862E1,2.268831940E0,-5.885012054E0,1.155596924E-1,6.308273876E0
3.494485963E1,1.349294128E0,-4.398453369E0,1.126856689E0,4.736749168E0
3.495490162E1,6.125262451E-1,-3.678450623E0,2.157164154E0,4.308078988E0
3.496494262E1,2.296224976E-1,-3.721560974E0,2.396965485E0,4.432627450E0
3.497498462E1,1.785786438E-1,-5.350922699E0,1.729952545E0,5.626455356E0
3.498502562E1,4.707710266E-1,-8.072563019E0,7.981402588E-1,8.125572406E0
3.499506763E1,4.773573303E-1,-1.032507889E1,-6.981481934E-1,1.035965902E1
3.500510862E1,6.122268677E-2,-1.163081360E1,-2.458936615E0,1.188805882E1
3.501515062E1,-5.007087708E-1,-1.167631897E1,-3.515888672E0,1.220445030E1
3.502519162E1,-9.792636108E-1,-1.090931396E1,-3.971092072E0,1.165082232E1
3.503523362E1,-1.190773773E0,-9.938283234E0,-4.010011139E0,1.078274571E1
3.504527462E1,-8.669970703E-1,-9.350605316E0,-3.685336304E0,1.008797340E1
3.505531662E1,-1.062789917E-1,-9.281149750E0,-3.297043762E0,9.849950938E0
3.506535762E1,4.007167053E-1,-9.371561737E0,-2.916984100E0,9.823214317E0
3.507539962E1,5.063969421E-1,-9.535470886E0,-2.478545837E0,9.865334883E0
3.508544063E1,3.614982605E-1,-9.695188751E0,-1.913470917E0,9.888818780E0
3.509548262E1,3.772155762E-2,-9.788145447E0,-1.365610199E0,9.883021067E0
3.510552362E1,-3.908372498E-1,-9.668095093E0,-9.574090576E-1,9.723242699E0
3.511556462E1,-7.747888184E-1,-9.361233215E0,-7.149133301E-1,9.420407958E0
3.512560662E1,-1.017434235E0,-8.971743164E0,-7.920030212E-1,9.063918392E0
3.513564762E1,-1.102307739E0,-8.602760468E0,-1.407073975E0,8.786491176E0
3.514568962E1,-9.988728333E-1,-8.526868286E0,-2.391576691E0,8.912063104E0
3.515573062E1,-7.821235657E-1,-8.900491333E0,-3.288511505E0,9.520754758E0
3.516577262E1,-6.153703308E-1,-9.289532318E0,-3.591631165E0,9.978672545E0
3.517581362E1,-6.036946106E-1,-9.021140442E0,-2.940784607E0,9.507556792E0
3.518585562E1,-8.039781189E-1,-8.374335480E0,-1.956132202E0,8.637263961E0
3.519589662E1,-1.043031006E0,-7.805518341E0,-1.317260742E0,7.984309996E0
3.520593862E1,-1.329235840E0,-7.180418243E0,-1.219064941E0,7.403471713E0
3.521597962E1,-1.650467834E0,-6.375392303E0,-1.456321564E0,6.744667790E0
3.522602162E1,-2.045196991E0,-5.494474182E0,-2.043251038E0,6.208619176E0
3.523606263E1,-2.464175720E0,-4.873116302E0,-2.793640594E0,6.133828515E0
3.524610462E1,-2.665057983E0,-4.668641510E0,-3.140918427E0,6.226083533E0
3.525614562E1,-2.659818878E0,-4.657564545E0,-3.251388702E0,6.272086770E0
3.526618762E1,-2.746189270E0,-4.572092285E0,-3.457510071E0,6.356096228E0
3.527622862E1,-3.124752045E0,-4.250860291E0,-3.314856720E0,6.230743425E0
3.528627062E1,-3.453169098E0,-3.765569458E0,-2.192640381E0,5.559816724E0
3.529631162E1,-3.856280823E0,-3.626209259E0,-1.676214294E0,5.552476000E0
3.530635362E1,-4.163292389E0,-4.569098511E0,-2.408790894E0,6.634149402E0
3.531639462E1,-3.816164246E0,-7.128326569E0,-3.046464844E0,8.640433858E0
3.532643662E1,-1.865121460E0,-9.764644318E0,-2.646646271E0,1.028745319E1
3.533647762E1,4.041595459E-2,-1.117411331E1,-2.397264862E0,1.142844349E1
3.534651862E1,1.236428833E-1,-1.247191452E1,-2.719694366E0,1.276560523E1
3.535656062E1,-5.635780334E-1,-1.413750092E1,-3.438050537E0,1.456045136E1
3.536660162E1,-7.608677673E-1,-1.536434967E1,-3.124003601E0,1.569718316E1
3.537664363E1,-7.798782349E-2,-1.568677917E1,-1.852397919E0,1.579596471E1
3.538668462E1,-4.206253052E-1,-1.650108582E1,-1.429078217E0,1.656819312E1
3.539672662E1,-2.338736572E0,-1.831037338E1,-1.778900757E0,1.854464748E1
3.540676762E1,-3.313060455E0,-2.026336212E1,-2.001936951E0,2.062978346E1
3.541680962E1,-2.317780151E0,-2.178629517E1,-1.831890564E0,2.198569046E1
3.542685062E1,-1.329086151E0,-2.378808243E1,-1.605710907E0,2.387923037E1
3.543689262E1,-1.062041473E0,-2.632770126E1,-1.645378418E0,2.640043666E1
3.544693362E1,4.266128540E-2,-2.746862869E1,-2.112257538E0,2.754975525E1
3.545697562E1,1.305585022E0,-2.593207397E1,-2.283202057E0,2.606511125E1
3.546701662E1,1.653910675E0,-2.331177292E1,-1.825753326E0,2.344157743E1
3.547705862E1,1.645528107E0,-2.139396103E1,-1.742676086E0,2.152780182E1
3.548709962E1,1.258133698E0,-1.989333160E1,-1.850751343E0,2.001881173E1
3.549714162E1,6.789880371E-1,-1.849643646E1,-1.813927917E0,1.859756761E1
3.550718262E1,-4.640350342E-3,-1.709819412E1,-1.801653442E0,1.719285372E1
3.551722463E1,-9.331594849E-1,-1.579769852E1,-1.934876404E0,1.594308037E1
3.552726562E1,-1.952689362E0,-1.505988281E1,-2.308200073E0,1.536036633E1
3.553730762E1,-2.550845490E0,-1.449660416E1,-3.073708191E0,1.503682236E1
3.554734862E1,-2.430046692E0,-1.333876190E1,-4.372257843E0,1.424585324E1
3.555739062E1,-1.678759003E0,-1.159428955E1,-5.635630646E0,1.300023518E1
3.556743162E1,-8.521778870E-1,-9.462722168E0,-5.686375122E0,1.107267718E1
3.557747362E1,-3.293151855E-1,-7.150031433E0,-4.471950531E0,8.439771297E0
3.558751462E1,-1.332229614E-1,-5.185366974E0,-2.684068451E0,5.840376911E0
3.559755662E1,-2.447410583E-1,-3.523223419E0,-1.202748871E0,3.730898859E0
3.560759762E1,-5.610333252E-1,-1.669478302E0,-3.614982605E-1,1.797942487E0
3.561763863E1,-9.255253601E-1,3.787124634E-2,1.161584473E-1,9.335546092E-1
3.562768062E1,-1.196911011E0,1.081051941E0,3.775149536E-1,1.656437988E0
3.563772162E1,-1.429826660E0,1.705852661E0,4.788542175E-1,2.276760624E0
3.564776362E1,-1.581760712E0,2.088307343E0,5.327421570E-1,2.673351588E0
3.565780362E1,-1.586700439E0,2.262694702E0,6.553372192E-1,2.840224018E0
3.566784562E1,-1.645528107E0,2.370620270E0,9.722282410E-1,3.045132340E0
3.567788662E1,-1.732796631E0,2.364033966E0,1.422042847E0,3.257828512E0
3.568792862E1,-1.723665619E0,2.201322327E0,1.815125427E0,3.333395186E0
3.569796962E1,-1.712438965E0,2.093845825E0,2.063608704E0,3.402222572E0
3.570801162E1,-1.511706390E0,1.852547607E0,2.120191040E0,3.195684417E0
3.571805263E1,-1.192270660E0,1.499880981E0,1.887275391E0,2.689416421E0
3.572809462E1,-7.538323975E-1,1.244362335E0,1.614542542E0,2.173349609E0
3.573813562E1,-1.827699280E-1,1.227896576E0,1.189426575E0,1.719264501E0
3.574817762E1,2.862048340E-1,1.378034363E0,4.942721558E-1,1.491709381E0
3.575821862E1,4.974156189E-1,1.401086426E0,-1.207987976E-1,1.491662770E0
3.576826062E1,5.566923523E-1,1.178050232E0,-5.825885010E-1,1.427276457E0
3.577830162E1,6.129753113E-1,9.077124023E-1,-1.061891785E0,1.525547344E0
3.578834362E1,7.664062500E-1,7.131170654E-1,-1.693877563E0,1.991264847E0
3.579838462E1,9.916877747E-1,4.692741394E-1,-2.686313782E0,2.901714079E0
3.580842662E1,1.158141632E0,-3.680845642E-1,-4.592449951E0,4.750513113E0
3.581846762E1,4.420307922E-1,-1.826651459E0,-7.187752991E0,7.429390273E0
3.582850962E1,-1.105600891E0,-2.232008514E0,-6.762936401E0,7.207046837E0
3.583855062E1,-1.261875916E0,-1.739382935E0,-3.303330688E0,3.940783863E0
3.584859262E1,-1.182989960E0,-1.601819000E0,-6.788383484E-1,2.103832421E0
3.585863363E1,-1.725012817E0,-2.171234894E0,1.785786438E-1,2.778816388E0
3.586867462E1,-3.239563293E0,-3.837569733E0,-1.167572021E-2,5.022135811E0
3.587871662E1,-8.338709564E0,-1.064361649E1,-7.719447327E-1,1.354313656E1
3.588875762E1,-8.707542572E0,-2.046589096E1,-2.821033630E0,2.241946077E1
3.589879962E1,-5.026098175E0,-2.958208374E1,-3.448229370E0,3.020350356E1
3.590884062E1,-3.876339111E0,-4.238915131E1,-3.702251129E0,4.272672251E1
3.591888262E1,-3.596421204E0,-5.353991318E1,-2.942281494E0,5.374117201E1
3.592892362E1,-2.689457245E0,-5.178586075E1,-1.939965820E-1,5.185601400E1
3.593896562E1,-1.542242889E0,-3.486115585E1,2.040257263E-1,3.489584971E1
3.594900663E1,-1.045276337E0,-2.393747177E1,-3.008443909E0,2.414841386E1
3.595904862E1,-2.104623413E-1,-1.777688278E1,-6.881190491E0,1.906338476E1
3.596908962E1,-1.017883301E0,-1.790935730E1,-1.139460480E1,2.125131017E1
3.597913162E1,-2.762804718E0,-2.542732361E1,-1.106633743E1,2.786836378E1
3.598917262E1,-3.137475586E0,-2.965722748E1,-9.209299164E0,3.121227460E1
3.599921463E1,-2.397564240E0,-2.860746048E1,-7.916437683E0,2.977927291E1
3.600925562E1,-1.232836304E0,-2.442800171E1,-5.822442169E0,2.514255328E1
3.601929762E1,-6.102809143E-1,-2.041529617E1,-3.620970154E0,2.074290687E1
3.602933862E1,-3.745211792E-1,-1.728455658E1,-2.259251862E0,1.743560671E1
3.603938062E1,-4.691244507E-1,-1.449884949E1,-1.205143890E0,1.455641048E1
3.604942162E1,-1.052611084E0,-1.196461945E1,-4.550537109E-2,1.201091917E1
3.605946362E1,-1.785337372E0,-9.435029755E0,8.964857483E-1,9.644216023E0
3.606950462E1,-2.388133850E0,-6.934629364E0,1.151854706E0,7.424219620E0
3.607954662E1,-2.875071259E0,-4.805007935E0,9.873468018E-1,5.685858748E0
3.608958762E1,-3.370241547E0,-3.098107452E0,1.021775208E0,4.690503432E0
3.609962962E1,-3.694916382E0,-1.705104218E0,1.099463654E0,4.215282646E0
3.610967062E1,-3.808380432E0,-5.050497437E-1,1.177152100E0,4.018024866E0
3.611971262E1,-3.842060394E0,5.222639465E-1,1.218017120E0,4.064203908E0
3.612975362E1,-3.787274323E0,1.370400238E0,1.173858948E0,4.195162504E0
3.613979563E1,-3.660937042E0,2.006726990E0,1.193468170E0,4.342093909E0
3.614983662E1,-3.482358398E0,2.589614868E0,1.381477203E0,4.554273207E0
3.615987862E1,-3.095562744E0,2.985691223E0,1.788630524E0,4.657902954E0
3.616991962E1,-2.603236542E0,3.215613098E0,2.115850067E0,4.646916138E0
3.617996062E1,-2.110461273E0,3.365750885E0,1.937121735E0,4.419815202E0
3.619000262E1,-1.426084442E0,2.921025696E0,1.381776581E0,3.532055276E0
3.620004362E1,-8.036787415E-1,2.132465515E0,9.891430664E-1,2.484293199E0
3.621008562E1,-3.821553040E-1,1.333277435E0,8.175997925E-1,1.610012676E0
3.622012662E1,-8.607101440E-2,8.692424011E-1,6.457571411E-1,1.086274761E0
3.623016862E1,1.149609375E-1,7.521858215E-1,3.923341370E-1,8.561107418E-1
3.624020963E1,2.832110596E-1,7.128176880E-1,-8.936416626E-2,7.722069119E-1
3.625025162E1,4.866380310E-1,6.719526672E-1,-7.914042664E-1,1.146585223E0
3.626029262E1,8.384065247E-1,7.803273010E-1,-1.974992981E0,2.283075442E0
3.627033462E1,1.509461060E0,8.985813904E-1,-5.018014984E0,5.316615050E0
3.628037562E1,1.938917999E0,1.574725342E-1,-7.676486664E0,7.919131777E0
3.629041763E1,1.577569427E0,-3.691323853E-1,-5.707780609E0,5.933274265E0
3.630045862E1,1.048719177E0,-2.987786865E-1,-3.437601471E0,3.606408808E0
3.631050062E1,6.150709534E-1,-2.406994629E-1,-2.296823730E0,2.389905387E0
3.632054162E1,1.975891113E-1,-2.113604736E-1,-1.691632233E0,1.716197634E0
3.633058362E1,-2.987786865E-1,-3.896397400E-1,-2.077978821E0,2.135201117E0
3.634062462E1,-1.245709534E0,-1.202150116E0,-3.362008667E0,3.781541937E0
3.635066662E1,-1.387464752E0,-3.187022552E0,-2.476599884E0,4.267987602E0
3.636070762E1,-9.559121704E-1,-3.240162048E0,-2.854563904E-1,3.390265997E0
3.637074962E1,-1.340462494E0,-2.793041840E0,6.632707214E-1,3.168256692E0
3.638079063E1,-2.016905823E0,-6.256689148E0,2.091151428E-1,6.577066013E0
3.639083262E1,-2.918331299E0,-1.403152130E1,1.422042847E-2,1.433179855E1
3.640087362E1,-4.774770813E0,-2.899515427E1,1.982178040E0,2.945244365E1
3.641091562E1,-5.560636597E0,-4.606430878E1,2.868784332E0,4.648732242E1
3.642095662E1,-5.172493744E0,-5.675073624E1,8.987310791E-1,5.699305635E1
3.643099863E1,-3.040177917E0,-6.196723846E1,-5.249284058E0,6.226344279E1
3.644103962E1,-3.143463135E-3,-5.588718201E1,-1.485585709E1,5.782796566E1
3.645108162E1,1.220112762E0,-3.674573685E1,-9.012458496E0,3.785448797E1
3.646112262E1,1.539847870E0,-2.574795685E1,-5.757028198E0,2.642861682E1
3.647116462E1,2.251168671E0,-1.988884094E1,-5.221142578E0,2.068560089E1
3.648120562E1,2.768642578E0,-1.782044220E1,-3.915108490E0,1.845431159E1
3.649124762E1,3.002306671E0,-1.795097076E1,-2.631378021E0,1.838954450E1
3.650128862E1,3.141816559E0,-1.824930038E1,-1.499880981E0,1.857841809E1
3.651133062E1,3.284469910E0,-1.719683899E1,-1.339115295E0,1.755882239E1
3.652137163E1,2.789000244E0,-1.518427414E1,-2.006128235E0,1.556808447E1
3.653141262E1,1.635199585E0,-1.294762527E1,-2.710713043E0,1.332902259E1
3.654145462E1,6.451583862E-1,-1.082159637E1,-2.925815735E0,1.122869428E1
3.655149562E1,-5.927673340E-2,-9.124425659E0,-2.794838104E0,9.543048641E0
3.656153762E1,-6.276448059E-1,-7.640860748E0,-2.312690735E0,8.007823013E0
3.657157862E1,-1.148262177E0,-6.015390930E0,-1.732646942E0,6.364393097E0
3.658162062E1,-1.769021301E0,-4.192481689E0,-1.076261902E0,4.675968217E0
3.659166162E1,-2.687511292E0,-2.102378082E0,-2.869532776E-1,3.424186433E0
3.660170362E1,-3.938310242E0,1.538800049E-1,6.622229004E-1,3.996561745E0
3.661174462E1,-5.266198883E0,2.167642365E0,1.473535767E0,5.882417169E0
3.662178662E1,-6.933581543E0,4.042194214E0,2.075134735E0,8.289757008E0
3.663182762E1,-8.029602356E0,5.123844910E0,2.407593384E0,9.824703891E0
3.664186962E1,-8.501271515E0,5.739664307E0,2.332449646E0,1.051930060E1
3.665191137E1,-8.660240936E0,6.126010895E0,2.117796021E0,1.081724746E1
3.666195337E1,-7.971672821E0,5.563929749E0,1.198258209E0,9.794932595E0
3.667199437E1,-6.447242889E0,4.217479706E0,2.553689575E-1,7.708390834E0
3.668203638E1,-4.567901001E0,3.384012909E0,-7.110214233E-1,5.729119861E0
3.669207737E1,-1.922901306E0,2.643951874E0,-1.506616974E0,3.599711884E0
3.670211937E1,2.739303589E-2,1.527573395E0,-1.974394226E0,2.496490219E0
3.671216037E1,3.073109436E-1,6.816824341E-1,-1.886976013E0,2.029731369E0
3.672220237E1,6.054908752E-1,3.824546814E-1,-1.417103119E0,1.587788409E0
3.673224337E1,1.300645294E0,3.570075989E-1,-1.189276886E0,1.798196908E0
3.674228537E1,1.822310486E0,3.664379883E-1,-1.023272095E0,2.121833661E0
3.675232637E1,2.098935242E0,2.291734314E-1,-8.789721680E-1,2.287059615E0
3.676236837E1,2.424508209E0,4.805007935E-2,-8.948391724E-1,2.584818371E0
3.677240938E1,2.734513550E0,-2.076182556E-1,-9.482780457E-1,2.901706558E0
3.678245137E1,2.817441101E0,-5.794450378E-1,-9.225315857E-1,3.020727634E0
3.679249237E1,2.542462921E0,-1.105451202E0,-1.140178986E0,2.997690475E0
3.680253437E1,1.977986755E0,-2.048639832E0,-3.221750336E0,4.299887439E0
3.681257537E1,1.239272919E0,-3.785627747E0,-6.696474609E0,7.791633141E0
3.682261738E1,1.037342834E-1,-7.107070770E0,-8.662486267E0,1.120535069E1
3.683265837E1,-1.315464478E0,-1.230561035E1,-1.011371841E1,1.598267165E1
3.684270037E1,-2.659818878E0,-1.867037476E1,-5.495072937E0,1.964315037E1
3.685274137E1,-5.610632629E0,-2.986409729E1,1.098266144E0,3.040640876E1
3.686278337E1,-9.975406036E0,-4.370581329E1,6.363566895E0,4.527915442E1
3.687282437E1,-1.004561005E1,-4.871110474E1,5.488336945E0,5.003806399E1
3.688286637E1,-8.343948669E0,-4.973886749E1,2.708467712E0,5.050655617E1
3.689290737E1,-9.385482788E0,-4.639452209E1,1.492246857E0,4.735784801E1
3.690294937E1,-8.703800354E0,-3.583068970E1,7.708969116E-1,3.688073680E1
3.691299037E1,-6.529871063E0,-2.706012817E1,-1.309626617E0,2.786763131E1
3.692303237E1,-4.923561401E0,-2.278501831E1,-3.904480591E0,2.363564014E1
3.693307337E1,-3.988605652E0,-2.016322037E1,-5.810018005E0,2.135932442E1
3.694311437E1,-3.171155548E0,-1.857592117E1,-7.489974518E0,2.027857966E1
3.695315637E1,-2.489323425E0,-1.756537262E1,-8.539292450E0,1.968904675E1
3.696319737E1,-2.000440063E0,-1.649629578E1,-8.360863495E0,1.860197767E1
3.697323937E1,-1.773661652E0,-1.475182343E1,-6.677613831E0,1.628964998E1
3.698328037E1,-1.764979706E0,-1.267668869E1,-4.150419159E0,1.345509453E1
3.699332237E1,-1.992207184E0,-1.064780777E1,-1.590891724E0,1.094877328E1
3.700336337E1,-2.311792603E0,-8.307723999E0,4.650828552E-1,8.635911367E0
3.701340537E1,-2.613115997E0,-5.556595001E0,1.607806549E0,6.347374664E0
3.702344637E1,-2.905757446E0,-2.668500824E0,2.157613220E0,4.496622932E0
3.703348837E1,-3.264860687E0,-9.834548950E-2,2.592458954E0,4.170111578E0
3.704352937E1,-3.597918091E0,1.817520447E0,2.721490631E0,4.863630991E0
3.705357137E1,-3.578308868E0,2.846929779E0,3.025508423E0,5.482974078E0
3.706361238E1,-4.240232391E0,3.819307709E0,3.958817596E0,6.945424312E0
3.707365437E1,-4.949607239E0,4.301305389E0,3.601360931E0,7.481286014E0
3.708369537E1,-5.010081482E0,4.273762665E0,1.609004059E0,6.779001241E0
3.709373737E1,-4.700824585E0,4.522844696E0,2.836601257E-1,6.529497606E0
3.710377837E1,-3.943100281E0,4.727020111E0,-3.456312561E-1,6.165405090E0
3.711382037E1,-2.686762848E0,4.696034546E0,-1.063238983E0,5.513792904E0
3.712386137E1,-1.087488556E0,4.052971802E0,-1.765129395E0,4.552460166E0
3.713390337E1,-1.616638184E-2,3.359463959E0,-2.222428436E0,4.028082372E0
3.714394437E1,6.625222778E-1,2.832260284E0,-2.434986420E0,3.793388057E0
3.715398637E1,1.878892822E0,3.125500488E0,-3.342399445E0,4.946779315E0
3.716402737E1,2.906356201E0,4.403991852E0,-4.840783539E0,7.160672864E0
3.717406937E1,2.128274231E0,3.216660919E0,-3.350332947E0,5.108932327E0
3.718411037E1,1.418450317E0,1.890718231E0,-2.183209991E0,3.217642398E0
3.719415237E1,1.081201630E0,9.669891357E-1,-1.680405579E0,2.219871136E0
3.720419338E1,8.882528687E-1,1.820214844E-1,-1.317260742E0,1.599156291E0
3.721423537E1,4.713697815E-1,-6.990463257E-1,-9.201365662E-1,1.248001016E0
3.722427637E1,-1.164578247E-1,-1.371747437E0,-2.254312134E-1,1.395017092E0
3.723431837E1,-6.634204102E-1,-2.060614929E0,5.999523926E-1,2.246375614E0
3.724435937E1,-1.396446075E0,-2.981200562E0,1.064885559E0,3.459999954E0
3.725440138E1,-2.419568481E0,-4.105213165E0,1.794767761E0,5.091981744E0
3.726444237E1,-3.453618164E0,-6.436614990E0,1.955084381E0,7.561735640E0
3.727448437E1,-5.069956970E0,-1.584335358E1,9.437873840E-1,1.666154407E1
3.728452537E1,-6.544839935E0,-3.446238510E1,2.146087189E0,3.514394125E1
3.729456737E1,-7.889493713E0,-5.385785202E1,6.141728210E0,5.477803539E1
3.730460837E1,-8.910221100E0,-6.523329666E1,1.159129578E1,6.685157568E1
3.731465037E1,-5.679788818E0,-5.724919968E1,5.254373474E0,5.776970924E1
3.732469137E1,-2.241887970E0,-4.201807297E1,1.005608826E0,4.208985349E1
3.733473337E1,7.614665222E-1,-2.652529037E1,-2.445314941E0,2.664864773E1
3.734477438E1,3.137924652E0,-1.540102341E1,-1.009515701E1,1.868021114E1
3.735481637E1,4.942721558E0,-8.320297852E0,-1.898127823E1,2.130602675E1
3.736485737E1,5.825885010E0,-5.048252106E0,-2.070793762E1,2.209625457E1
3.737489937E1,5.399571533E0,-5.269941101E0,-1.102277802E1,1.335774259E1
3.738494037E1,3.735631714E0,-6.013594666E0,-2.050735474E0,7.370466816E0
3.739498238E1,2.761906586E0,-4.840035095E0,1.599274292E0,5.797563796E0
3.740502337E1,2.183060303E0,-3.174448700E0,2.888393555E0,4.815152558E0
3.741506537E1,1.635049896E0,-1.759291534E0,2.906206512E0,3.770216328E0
3.742510637E1,1.203647003E0,-7.707472229E-1,2.716999969E0,3.070001014E0
3.743514837E1,7.569758606E-1,-7.858657837E-2,2.729723511E0,2.833827579E0
3.744518937E1,3.159928894E-1,1.678010559E-1,3.372935944E0,3.391858721E0
3.745523137E1,7.993377686E-2,-2.460882568E-1,4.498146057E0,4.505581737E0
3.746527237E1,5.179229736E-2,-1.450034637E0,5.325176239E0,5.519310180E0
3.747531437E1,1.547781372E-1,-3.104843445E0,5.479654999E0,6.300049841E0
3.748535537E1,3.538641357E-1,-4.446353760E0,5.381608887E0,6.989777950E0
3.749539737E1,4.993615723E-1,-5.391338654E0,5.323080597E0,7.592830928E0
3.750543837E1,5.616320801E-1,-6.081104279E0,5.131928101E0,7.976963449E0
3.751548037E1,5.519023132E-1,-6.732549591E0,4.675377502E0,8.215289097E0
3.752552137E1,5.613327026E-1,-7.909701691E0,4.123175812E0,8.937508266E0
3.753556338E1,6.472540283E-1,-1.006432114E1,3.566333771E0,1.069711336E1
3.754560437E1,7.313790894E-1,-1.306932220E1,2.967279510E0,1.342187937E1
3.755564637E1,3.832031250E-2,-1.668011353E1,1.581910400E0,1.675500212E1
3.756568737E1,-4.353696442E0,-2.281690201E1,-4.514911194E0,2.366326505E1
3.757572937E1,-5.743256836E0,-1.996458344E1,-7.216792603E0,2.199208235E1
3.758577037E1,-4.221820679E0,-1.355730743E1,-6.821464691E0,1.575299131E1
3.759581237E1,-2.996618500E0,-1.040381516E1,-6.187682648E0,1.247022489E1
3.760585337E1,-2.167492676E0,-9.041049042E0,-5.089266815E0,1.059902019E1
3.761589437E1,-1.509910126E0,-9.055868225E0,-4.086801453E0,1.004940416E1
3.762593637E1,-9.535171509E-1,-9.368418274E0,-3.007096710E0,9.885296482E0
3.763597837E1,-3.210823059E-1,-9.345216522E0,-1.826651459E0,9.527477171E0
3.764601937E1,8.048762512E-1,-9.187743988E0,-1.448388062E0,9.335967724E0
3.765606012E1,1.998943176E0,-9.097332001E0,-1.509760437E0,9.435920725E0
3.766610212E1,2.925666046E0,-9.391919403E0,-6.162684631E-1,9.856341040E0
3.767614312E1,3.045417023E0,-1.005099884E1,1.067579956E0,1.055636630E1
3.768618512E1,2.451901245E0,-1.053808594E1,1.806892548E0,1.096940908E1
3.769622613E1,1.879341888E0,-1.046653473E1,1.949994965E0,1.081123284E1
3.770626812E1,1.295406189E0,-1.010937744E1,2.186652832E0,1.042396470E1
3.771630912E1,5.807922363E-1,-9.843979340E0,2.076631622E0,1.007738298E1
3.772635112E1,-7.200027466E-2,-9.728419647E0,1.557960205E0,9.852642938E0
3.773639212E1,-6.845265198E-1,-9.604627075E0,8.945397949E-1,9.670451864E0
3.774643412E1,-1.135987701E0,-9.398056641E0,1.942959595E-1,9.468457509E0
3.775647512E1,-1.316212921E0,-9.133107605E0,-3.797602844E-1,9.235274162E0
3.776651712E1,-9.642947388E-1,-8.937763824E0,-8.924441528E-1,9.033822175E0
3.777655812E1,-1.652563477E-1,-8.983119507E0,-1.451232147E0,9.101088972E0
3.778660012E1,5.037025452E-1,-9.274264069E0,-1.819167023E0,9.464410120E0
3.779664112E1,8.653504944E-1,-9.645043030E0,-1.844165039E0,9.857820815E0
3.780668312E1,1.059796143E0,-1.006252487E1,-1.612596588E0,1.024587929E1
3.781672412E1,1.040785675E0,-1.034618500E1,-1.307530975E0,1.048028702E1
3.782676612E1,8.083190918E-1,-1.029903305E1,-1.213227081E0,1.040170089E1
3.783680713E1,4.908293152E-1,-9.896819458E0,-1.324894867E0,9.997164358E0
3.784684912E1,2.068698120E-1,-9.508077850E0,-1.269210663E0,9.594646176E0
3.785689012E1,-1.112187195E-1,-9.467512207E0,-1.077010345E0,9.529223907E0
3.786693212E1,-3.574566650E-1,-9.750124512E0,-9.246272278E-1,9.800389726E0
3.787697312E1,-3.656895447E-1,-9.963430939E0,-8.111631775E-1,1.000308306E1
3.788701513E1,-1.968406677E-1,-9.957892456E0,-6.638694763E-1,9.981938243E0
3.789705612E1,6.765930176E-2,-9.851314087E0,-5.245092773E-1,9.865499329E0
3.790709812E1,3.742218018E-1,-9.705367584E0,-5.442681885E-1,9.727817318E0
3.791713912E1,6.944059753E-1,-9.459279327E0,-7.903564453E-1,9.517606231E0
3.792718112E1,9.404942322E-1,-9.106612701E0,-1.157842255E0,9.227975021E0
3.793722212E1,1.101708984E0,-8.884025574E0,-1.450334015E0,9.068800463E0
3.794726412E1,1.211430817E0,-8.983119507E0,-1.646875305E0,9.212827957E0
3.795730512E1,1.266516266E0,-9.420659637E0,-1.695973206E0,9.655527773E0
3.796734712E1,1.178349609E0,-9.983189850E0,-1.506167908E0,1.016470015E1
3.797738813E1,9.752220154E-1,-1.030786469E1,-1.128203888E0,1.041518009E1
3.798743012E1,6.366261292E-1,-1.030472122E1,-7.173083496E-1,1.034925618E1
3.799747112E1,3.153941345E-1,-1.012494507E1,-3.059637451E-1,1.013447581E1
3.800751312E1,3.073109436E-1,-9.789342957E0,8.936416626E-2,9.794573063E0
3.801755412E1,6.780899048E-1,-9.482630768E0,3.915856934E-1,9.514905756E0
3.802759613E1,1.139729919E0,-9.356892242E0,5.260061646E-1,9.440714974E0
3.803763712E1,1.511856079E0,-9.324110413E0,3.626957703E-1,9.452845710E0
3.804767912E1,1.737736359E0,-9.430539093E0,-1.594184875E-1,9.590631340E0
3.805772012E1,1.822609863E0,-9.774224396E0,-8.114625549E-1,9.975762664E0
3.806776212E1,1.804647217E0,-9.979597321E0,-1.333277435E0,1.022872147E1
3.807780312E1,1.688039703E0,-9.929301910E0,-1.626218262E0,1.020221056E1
3.808784512E1,1.311123505E0,-9.878856812E0,-1.574725342E0,1.008913359E1
3.809788612E1,8.126600647E-1,-9.833501129E0,-1.296304321E0,9.951812183E0
3.810792812E1,4.451742554E-1,-9.685458984E0,-8.553213501E-1,9.733338095E0
3.811796912E1,3.767665100E-1,-9.621841278E0,-3.082090759E-1,9.634146325E0
3.812801112E1,6.253994751E-1,-9.801617432E0,1.823208618E-1,9.823241302E0
