"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.760358783E1,-7.075059019E0,-4.738748164E0,-1.334242226E0,8.619303719E0
1.761359483E1,-6.856181949E0,-5.119971129E0,-1.266194084E0,8.650120389E0
1.762360083E1,-6.579457206E0,-5.629084103E0,-1.190951675E0,8.740378187E0
1.763360783E1,-6.456758063E0,-6.087406408E0,-1.196100587E0,8.954155352E0
1.764361383E1,-6.506128444E0,-6.349904290E0,-1.178100518E0,9.167274004E0
1.765362083E1,-6.411808763E0,-6.638909941E0,-1.167633417E0,9.303213671E0
1.766362683E1,-5.987457027E0,-7.075124508E0,-1.125662542E0,9.336709517E0
1.767363383E1,-5.452817448E0,-7.529157879E0,-9.676872933E-1,9.346542419E0
1.768363983E1,-4.920269419E0,-7.745316578E0,-7.164243968E-1,9.203925465E0
1.769364683E1,-4.360554056E0,-7.849271302E0,-4.877511947E-1,8.992407513E0
1.770365283E1,-3.699588892E0,-8.052833928E0,-2.645099097E-1,8.865949342E0
1.771365983E1,-3.263624001E0,-8.108823357E0,-1.922169819E-2,8.740974049E0
1.772366683E1,-3.203031644E0,-7.725888035E0,3.336386168E-1,8.370189506E0
1.773367283E1,-3.232013369E0,-7.238512670E0,7.498620649E-1,7.962679775E0
1.774367983E1,-3.039634711E0,-7.114192094E0,1.019223483E0,7.803199654E0
1.775368583E1,-2.782873532E0,-7.263360413E0,9.252897173E-1,7.833067767E0
1.776369283E1,-2.779413734E0,-7.393672045E0,4.614773890E-1,7.912299817E0
1.777369883E1,-2.855936830E0,-7.431928039E0,-1.278376027E-1,7.962805536E0
1.778370583E1,-2.606681136E0,-7.433488660E0,-6.762035930E-1,7.906250155E0
1.779371183E1,-1.900899403E0,-7.404817423E0,-1.142126693E0,7.729760216E0
1.780371883E1,-8.138645911E-1,-7.483823247E0,-1.502664256E0,7.676456593E0
1.781372483E1,3.458955503E-1,-7.438386873E0,-1.659215854E0,7.629039275E0
1.782373183E1,1.389152259E0,-7.068880851E0,-1.523293233E0,7.363371697E0
1.783373883E1,2.160642078E0,-6.467514017E0,-1.074701280E0,6.903049658E0
1.784374483E1,2.584672801E0,-5.528813710E0,-3.435220923E-1,6.112799846E0
1.785375183E1,2.878017086E0,-4.522446501E0,4.858100287E-1,5.382519492E0
1.786375783E1,3.438843420E0,-3.858553343E0,1.095142561E0,5.283314792E0
1.787376483E1,4.052171903E0,-3.512437060E0,1.383953499E0,5.538288411E0
1.788377083E1,4.556720540E0,-3.132530011E0,1.446258506E0,5.715602332E0
1.789377783E1,4.898817739E0,-2.678064530E0,1.431948615E0,5.763759337E0
1.790378383E1,5.067135689E0,-2.239840860E0,1.426990176E0,5.720931054E0
1.791379083E1,5.037363421E0,-1.872841246E0,1.591725537E0,5.605011575E0
1.792379683E1,4.748547220E0,-1.554633724E0,1.910096489E0,5.349210719E0
1.793380383E1,4.301127634E0,-1.284362553E0,2.427953973E0,5.103356404E0
1.794380983E1,3.737591701E0,-9.366093421E-1,3.200330231E0,5.008886340E0
1.795381683E1,3.044979651E0,-3.912383687E-1,3.920893140E0,4.979796337E0
1.796382383E1,2.303160358E0,4.152879667E-1,4.527610762E0,5.096692157E0
1.797382983E1,1.566594788E0,1.341973414E0,4.823075246E0,5.245680767E0
1.798383683E1,9.424910563E-1,2.321539911E0,4.775418100E0,5.392815125E0
1.799384283E1,5.905021226E-1,3.315839637E0,4.344292365E0,5.496941095E0
1.800384983E1,3.654071242E-1,4.187860050E0,3.732337393E0,5.621568872E0
1.801385583E1,1.908110189E-1,4.858735660E0,3.105241055E0,5.769423115E0
1.802386283E1,-1.121788323E-2,5.371135354E0,2.352248903E0,5.863641849E0
1.803386883E1,-3.123670310E-1,5.836453852E0,1.606071095E0,6.061454536E0
1.804387583E1,-6.469388634E-1,6.158571700E0,9.510886560E-1,6.265070224E0
1.805388183E1,-1.029351445E0,6.291554341E0,3.124430448E-1,6.382855245E0
1.806388883E1,-1.234804476E0,6.278284670E0,-1.546046211E-1,6.400429913E0
1.807389483E1,-1.085001150E0,6.212326908E0,-3.158058516E-1,6.314266896E0
1.808390183E1,-7.032013571E-1,6.063720506E0,-3.852583482E-1,6.116504110E0
1.809390783E1,-4.044729567E-1,5.761170366E0,-5.537395815E-1,5.801836768E0
1.810391483E1,-5.899957538E-2,5.497755640E0,-6.339644766E-1,5.534501692E0
1.811392183E1,3.947595620E-1,5.126451014E0,-6.650582884E-1,5.184461171E0
1.812392783E1,8.360015649E-1,4.755823495E0,-6.765445588E-1,4.875906918E0
1.813393483E1,1.334964357E0,4.463627020E0,-7.236531633E-1,4.714845693E0
1.814394083E1,1.864622692E0,4.016635450E0,-7.623933790E-1,4.493486596E0
1.815394783E1,2.235387620E0,3.522433460E0,-7.445125935E-1,4.237781766E0
1.816395383E1,2.437727594E0,3.247493287E0,-7.075224495E-1,4.121809856E0
1.817396083E1,2.650927017E0,3.100400730E0,-7.660576098E-1,4.150511174E0
1.818396683E1,3.014502209E0,3.139708053E0,-1.070547564E0,4.482305468E0
1.819397383E1,3.502230161E0,3.340355843E0,-1.427270842E0,5.045859224E0
1.820397983E1,4.067750639E0,3.472260257E0,-1.684187558E0,5.607109263E0
1.821398683E1,4.808421539E0,3.414634777E0,-1.871959925E0,6.187477864E0
1.822399283E1,5.565094514E0,3.162120430E0,-1.909284895E0,6.679419988E0
1.823399983E1,6.132144624E0,2.854612436E0,-1.911226755E0,7.028854641E0
1.824400583E1,6.404454719E0,2.493959098E0,-1.810860322E0,7.107467013E0
1.825400983E1,6.558417170E0,2.001159271E0,-1.517447771E0,7.022828628E0
1.826401683E1,6.500116922E0,1.681342887E0,-1.023515924E0,6.791613854E0
1.827402283E1,6.246495112E0,1.702498114E0,-3.517608923E-1,6.483898267E0
1.828402983E1,6.070415568E0,1.825794842E0,3.243093842E-1,6.347333972E0
1.829403583E1,6.161023437E0,1.782604383E0,8.574824810E-1,6.470793181E0
1.830404283E1,6.329989843E0,1.467704338E0,1.208228808E0,6.609292269E0
1.831404883E1,6.322579082E0,9.626885086E-1,1.393768051E0,6.545560694E0
1.832405583E1,6.044326462E0,3.726050466E-1,1.575505945E0,6.257390501E0
1.833406183E1,5.635316066E0,-1.857537621E-1,1.877573837E0,5.942775036E0
1.834406883E1,5.378828536E0,-7.491674888E-1,2.032965785E0,5.798792825E0
1.835407483E1,5.447831528E0,-1.367280748E0,1.892050519E0,5.926903084E0
1.836408183E1,5.752489589E0,-1.826100066E0,1.448290413E0,6.206715963E0
1.837408783E1,6.214185153E0,-1.911058940E0,8.972179659E-1,6.563020910E0
1.838409483E1,6.852740278E0,-1.763475802E0,4.810023384E-1,7.092338082E0
1.839410083E1,7.393225318E0,-1.475495753E0,-7.294006839E-2,7.539375875E0
1.840410783E1,7.758821892E0,-1.147613136E0,-6.799990207E-1,7.872657222E0
1.841411483E1,7.980983927E0,-8.498237979E-1,-1.152087864E0,8.108366752E0
1.842412083E1,8.019236997E0,-6.668153036E-1,-1.150255639E0,8.128707935E0
1.843412783E1,7.834970766E0,-6.235143328E-1,-8.272051598E-1,7.903151612E0
1.844413383E1,7.387152400E0,-7.100162870E-1,-3.937023854E-1,7.431631401E0
1.845414083E1,6.785474494E0,-8.749340808E-1,2.955427643E-1,6.848030321E0
1.846414683E1,5.711950843E0,-1.212537695E0,1.193730710E0,5.960001938E0
1.847415383E1,4.252598083E0,-1.537122483E0,2.144903712E0,5.004792495E0
1.848415983E1,2.676451868E0,-1.747207094E0,3.223567650E0,4.539550157E0
1.849416683E1,1.182611645E0,-1.693326171E0,4.484268275E0,4.937062466E0
1.850417283E1,7.792525828E-2,-1.683529746E0,5.167040631E0,5.434947436E0
1.851417983E1,-6.536514670E-1,-1.513422548E0,5.355448444E0,5.603439665E0
1.852418583E1,-1.147353519E0,-1.302143351E0,4.907089210E0,5.204951673E0
1.853419283E1,-1.487049851E0,-1.105626619E0,4.011100475E0,4.418444806E0
1.854419883E1,-1.876410679E0,-8.520071483E-1,2.908718476E0,3.564754745E0
1.855420583E1,-2.430737248E0,-4.690268022E-1,1.845990540E0,3.088065864E0
1.856421183E1,-2.926166568E0,2.303539842E-2,9.354691350E-1,3.072146467E0
1.857421883E1,-3.486330997E0,4.709084362E-1,1.417015703E-1,3.520843352E0
1.858422483E1,-4.385539209E0,6.318273193E-1,-5.435625757E-1,4.464036311E0
1.859423183E1,-5.195131239E0,5.834916034E-1,-1.127385862E0,5.347976246E0
1.860423883E1,-5.745166537E0,3.915204969E-1,-1.394366367E0,5.924903746E0
1.861424483E1,-6.196906046E0,-4.788694203E-2,-1.391216910E0,6.351332316E0
1.862425183E1,-6.533610358E0,-5.008160672E-1,-1.127135455E0,6.649008601E0
1.863425783E1,-6.720169866E0,-8.521889967E-1,-6.525508748E-1,6.805345822E0
1.864426483E1,-6.806427991E0,-1.178907141E0,-1.263787955E-1,6.908925796E0
1.865427083E1,-6.878668587E0,-1.567399658E0,3.141036540E-1,7.061974534E0
1.866427783E1,-6.839572933E0,-1.911135831E0,6.019585723E-1,7.127029690E0
1.867428383E1,-6.634251464E0,-2.236727510E0,8.080471963E-1,7.047636676E0
1.868429083E1,-6.425314661E0,-2.651900579E0,8.679021462E-1,7.005033855E0
1.869429683E1,-6.298593804E0,-3.039881464E0,8.858946135E-1,7.049678892E0
1.870430383E1,-6.268645535E0,-3.356336868E0,9.275929356E-1,7.170867637E0
1.871430983E1,-6.163059438E0,-3.665654868E0,1.127965395E0,7.258969154E0
1.872431683E1,-5.910846807E0,-4.217576770E0,1.374433647E0,7.390205115E0
1.873432283E1,-5.663403751E0,-4.907196214E0,1.538902375E0,7.650028578E0
1.874432983E1,-5.382715765E0,-5.374867632E0,1.660443184E0,7.785878411E0
1.875433583E1,-5.103569689E0,-5.843749423E0,1.783925854E0,7.961044049E0
1.876434283E1,-4.940818874E0,-6.414086253E0,1.838442369E0,8.302533586E0
1.877434883E1,-4.863807535E0,-6.802291671E0,2.016577209E0,8.601998568E0
1.878435583E1,-4.851786245E0,-6.946962311E0,2.411237953E0,8.809891236E0
1.879436283E1,-4.937421057E0,-6.862636106E0,2.828962455E0,8.914983432E0
1.880436883E1,-5.012215131E0,-6.661739810E0,3.328425769E0,8.976608263E0
1.881437583E1,-4.964965535E0,-6.538529620E0,3.783484157E0,9.039801144E0
1.882438183E1,-4.674592806E0,-6.629373717E0,3.907889518E0,9.003999903E0
1.883438883E1,-4.072863445E0,-6.850543479E0,3.502690337E0,8.705573054E0
1.884439483E1,-3.343530296E0,-7.081553521E0,2.822529348E0,8.324317812E0
1.885440183E1,-2.567161560E0,-7.394188355E0,1.940082765E0,8.064010233E0
1.886440783E1,-1.992563279E0,-7.951317494E0,7.375356227E-1,8.230292650E0
1.887441483E1,-1.451885281E0,-8.435516067E0,-4.163550836E-1,8.569670573E0
1.888442083E1,-6.581204939E-1,-8.672440567E0,-1.153618811E0,8.773550270E0
1.889442783E1,1.060316545E-1,-8.736499153E0,-1.582681063E0,8.879332155E0
1.890443383E1,5.943256170E-1,-8.215630352E0,-1.369447727E0,8.350161202E0
1.891444083E1,6.760480571E-1,-6.952728835E0,-3.274891001E-1,6.993191571E0
1.892444683E1,9.665196043E-1,-5.470306470E0,8.576076114E-1,5.620845474E0
1.893445383E1,1.828571100E0,-4.341623695E0,1.580739788E0,4.969115299E0
1.894445983E1,3.025596716E0,-3.573764705E0,1.738895862E0,4.994976323E0
1.895446683E1,3.974592215E0,-2.858413711E0,1.546631809E0,5.134197325E0
1.896447283E1,4.510267920E0,-2.055355651E0,1.066406420E0,5.069933551E0
1.897447983E1,4.495617136E0,-1.383670494E0,4.691063243E-1,4.727068671E0
1.898448583E1,4.058419653E0,-9.741391110E-1,7.555421233E-2,4.174377262E0
1.899449283E1,3.429299009E0,-8.519586164E-1,3.643575490E-2,3.533730712E0
1.900449883E1,2.625427895E0,-8.836598808E-1,3.242433107E-1,2.789060799E0
1.901450583E1,1.691391327E0,-8.784435797E-1,7.468192470E-1,2.046999446E0
1.902451183E1,5.778598577E-1,-7.317936569E-1,1.324441708E0,1.619749922E0
1.903451883E1,-4.768527156E-1,-3.486080736E-1,2.047552249E0,2.131052865E0
1.904452583E1,-1.142094533E0,2.211171377E-1,2.513760694E0,2.769885474E0
1.905453183E1,-1.613012325E0,9.411806953E-1,2.535142792E0,3.148742422E0
1.906453883E1,-1.960807636E0,1.574204355E0,2.433651500E0,3.499363594E0
1.907454483E1,-2.050098127E0,2.182445760E0,2.180540153E0,3.704149995E0
1.908455183E1,-1.957834327E0,2.745143788E0,1.698223214E0,3.775300220E0
1.909455783E1,-1.805290411E0,3.249027597E0,1.213767364E0,3.910049233E0
1.910456483E1,-1.554862935E0,3.806251461E0,1.079243397E0,4.250872292E0
1.911457083E1,-1.177890603E0,4.157914705E0,9.134648931E-1,4.417023780E0
1.912457783E1,-6.121490997E-1,4.242644368E0,6.538496876E-1,4.336159264E0
1.913458383E1,6.233365774E-2,4.193402626E0,5.607555825E-1,4.231188709E0
1.914459083E1,5.734726918E-1,4.229257168E0,6.265016752E-1,4.313698120E0
1.915459683E1,8.767683524E-1,4.294564719E0,6.680607605E-1,4.433769734E0
1.916460383E1,8.855479467E-1,4.258747015E0,6.691162560E-1,4.401004189E0
1.917460983E1,7.839543289E-1,4.196047906E0,4.921871118E-1,4.296935021E0
1.918461683E1,8.839779693E-1,4.260732729E0,4.922928733E-1,4.379225127E0
1.919462283E1,9.138508093E-1,4.264151012E0,5.394951794E-1,4.394219180E0
1.920462983E1,8.881224757E-1,4.246176671E0,3.145245805E-1,4.349448650E0
1.921463583E1,1.365788539E0,4.327947058E0,8.932681717E-2,4.539216160E0
1.922464283E1,2.291347228E0,4.265021662E0,-3.463305831E-3,4.841559035E0
1.923464883E1,3.177116200E0,3.983602189E0,-8.162471853E-2,5.096058903E0
1.924465583E1,4.052732651E0,3.736380157E0,-1.494069580E-1,5.514299689E0
1.925466179E1,4.687208174E0,3.637731782E0,-2.760675893E-1,5.939631832E0
1.926466879E1,5.131259764E0,3.624358031E0,-2.819194096E-1,6.288503514E0
1.927467479E1,5.421971047E0,3.506675799E0,-2.294581908E-1,6.461207028E0
1.928468179E1,5.492438182E0,3.247237764E0,-3.759491424E-1,6.391617012E0
1.929468779E1,5.405155039E0,2.928434703E0,-5.994880506E-1,6.176634742E0
1.930469479E1,5.529879658E0,2.581924610E0,-7.348469999E-1,6.147023982E0
1.931470079E1,5.940796831E0,2.094017733E0,-6.775068643E-1,6.335376295E0
1.932470779E1,6.584791621E0,1.566439252E0,-5.041539502E-1,6.787295767E0
1.933471379E1,7.291009557E0,1.228811665E0,-3.009795054E-1,7.399958590E0
1.934472079E1,7.855840064E0,1.233951368E0,2.747847833E-2,7.952208131E0
1.935472779E1,8.051568006E0,1.604391775E0,4.699090739E-1,8.223298296E0
1.936473379E1,7.997088913E0,2.197441530E0,8.095527812E-1,8.332920021E0
1.937474079E1,8.065103141E0,2.491448303E0,1.049040701E0,8.506097208E0
1.938474679E1,8.261855516E0,2.183331029E0,1.185547532E0,8.627323681E0
1.939475379E1,8.230556540E0,1.496455683E0,1.340436620E0,8.472202246E0
1.940475979E1,7.678954189E0,1.130363849E0,1.670840265E0,7.939506726E0
1.941476679E1,6.665058104E0,1.193516702E0,2.018512053E0,7.065541208E0
1.942477279E1,5.890045338E0,1.207207373E0,2.069200396E0,6.358582704E0
1.943477979E1,5.651649678E0,9.320034903E-1,1.714990544E0,5.979211248E0
1.944478579E1,5.564949503E0,5.162962782E-1,1.097171106E0,5.695525371E0
1.945479279E1,5.337938957E0,2.943435735E-1,5.719204022E-1,5.376553114E0
1.946479879E1,5.138524929E0,3.790287977E-1,2.952370280E-1,5.160936560E0
1.947480579E1,5.049179474E0,6.264870572E-1,-1.535059293E-1,5.090212517E0
1.948481179E1,5.254789796E0,7.419853538E-1,-6.536292475E-1,5.347016856E0
1.949481879E1,5.422734109E0,6.318360901E-1,-9.611224781E-1,5.543376090E0
1.950482479E1,5.589499623E0,4.980161279E-1,-8.292094392E-1,5.672575640E0
1.951483179E1,5.959758766E0,1.762040895E-1,-3.460933323E-1,5.972399269E0
1.952483779E1,6.019131979E0,-5.694743657E-1,3.423970149E-1,6.055698684E0
1.953484479E1,5.560290442E0,-9.684597105E-1,1.041832838E0,5.739351851E0
1.954485079E1,4.641991071E0,-8.710374963E-1,1.502477730E0,4.956231103E0
1.955485779E1,3.430074350E0,-4.653635216E-1,1.947337405E0,3.971661645E0
1.956486379E1,2.313238619E0,-2.252873719E-2,2.513594048E0,3.416099456E0
1.957487079E1,1.466029111E0,2.169083118E-1,3.088813303E0,3.425939023E0
1.958487679E1,9.536785340E-1,4.814182216E-1,3.561623254E0,3.718390304E0
1.959488379E1,4.569868004E-1,6.520744729E-1,3.882514356E0,3.963326353E0
1.960488979E1,-2.374834943E-1,7.468595928E-1,3.890797521E0,3.968942304E0
1.961489679E1,-1.093553288E0,6.676017541E-1,3.290648078E0,3.531276776E0
1.962490279E1,-2.141135182E0,3.494641060E-1,2.225809881E0,3.108185106E0
1.963490979E1,-3.193153358E0,-6.798499167E-2,1.098518817E0,3.377512978E0
1.964491579E1,-4.197429603E0,-3.850929451E-1,3.302712053E-1,4.227977166E0
1.965492279E1,-5.151501655E0,-5.196426398E-1,-9.491719387E-2,5.178513981E0
1.966492879E1,-5.878570177E0,-6.124256730E-1,-8.628619194E-2,5.911014958E0
1.967493579E1,-6.198628635E0,-6.210093856E-1,2.662634166E-1,6.235346488E0
1.968494179E1,-5.909116616E0,-8.570079795E-1,5.697012377E-1,5.998056465E0
1.969494879E1,-5.375674548E0,-1.317161340E0,8.114999771E-1,5.593864769E0
1.970495479E1,-4.929762374E0,-1.683253757E0,9.595579094E-1,5.296852995E0
1.971496179E1,-4.841311542E0,-2.114660451E0,1.006139095E0,5.377955202E0
1.972496779E1,-4.950490753E0,-2.450374245E0,9.618354730E-1,5.606854743E0
1.973497479E1,-5.164081355E0,-2.735385077E0,7.910377190E-1,5.897101698E0
1.974498079E1,-5.287842937E0,-3.110451217E0,5.377952842E-1,6.158361264E0
1.975498779E1,-5.419736826E0,-3.522305406E0,3.581624240E-1,6.473674610E0
1.976499379E1,-5.574462923E0,-3.803180796E0,3.604112631E-1,6.757863369E0
1.977500079E1,-5.742899571E0,-3.987157589E0,3.321605138E-1,6.999189362E0
1.978500679E1,-5.834412589E0,-4.255842995E0,3.199268596E-1,7.228756674E0
1.979501379E1,-5.801175261E0,-4.663676639E0,3.114969653E-1,7.449868762E0
1.980501979E1,-5.605368966E0,-5.003342566E0,4.464928025E-1,7.526815655E0
1.981502679E1,-5.122732185E0,-5.365466478E0,5.485460114E-1,7.438515866E0
1.982503279E1,-4.546007271E0,-5.997262223E0,4.523137057E-1,7.539093047E0
1.983503979E1,-4.210793999E0,-6.654484584E0,3.548903221E-1,7.882822992E0
1.984504579E1,-4.131218072E0,-6.974023225E0,4.880431169E-1,8.120477128E0
1.985505279E1,-4.074247481E0,-7.097076709E0,8.436649988E-1,8.226770994E0
1.986505879E1,-4.081760568E0,-7.107287117E0,1.201517374E0,8.283594842E0
1.987506579E1,-4.136515650E0,-6.940779465E0,1.518209664E0,8.221322393E0
1.988507179E1,-4.122299314E0,-6.848049642E0,1.859317514E0,8.206472881E0
1.989507879E1,-3.781914180E0,-6.956916611E0,2.020733264E0,8.172204508E0
1.990508479E1,-3.016313676E0,-7.293202847E0,1.787743501E0,8.092279209E0
1.991509179E1,-2.032906728E0,-7.415955200E0,1.389990749E0,7.814165059E0
1.992509779E1,-1.331580573E0,-7.125076101E0,9.786525768E-1,7.314203794E0
1.993510479E1,-6.723572946E-1,-7.083753828E0,4.491201027E-1,7.129750451E0
1.994511079E1,8.688728571E-2,-7.160593843E0,-1.641937624E-1,7.163003084E0
1.995511779E1,6.297287536E-1,-7.044167594E0,-7.075342170E-1,7.107563581E0
1.996512379E1,9.156219310E-1,-6.703553833E0,-8.195235264E-1,6.815248809E0
1.997513079E1,8.836680669E-1,-6.059611083E0,-3.087972327E-1,6.131485258E0
1.998513679E1,7.415269321E-1,-4.973744545E0,7.952512226E-1,5.091210219E0
1.999514379E1,1.042990075E0,-3.829632722E0,2.159694244E0,4.518649612E0
2.000514979E1,1.914568439E0,-2.986842540E0,3.212683058E0,4.786244154E0
2.001515679E1,2.870278881E0,-2.409577344E0,3.656868550E0,5.236148529E0
2.002516279E1,3.524148449E0,-1.814389263E0,3.572031298E0,5.335825923E0
2.003516979E1,3.779895136E0,-1.282492028E0,3.278103461E0,5.165109423E0
2.004517579E1,3.547603385E0,-1.009911207E0,2.877111352E0,4.677946147E0
2.005518279E1,2.907961847E0,-9.865112346E-1,2.444924932E0,3.925188459E0
2.006518879E1,2.141892981E0,-9.302820700E-1,2.195623046E0,3.205291068E0
2.007519579E1,1.418427513E0,-8.501763850E-1,2.162609081E0,2.722428059E0
2.008520179E1,6.486059046E-1,-6.564540374E-1,2.263699254E0,2.444576821E0
2.009520879E1,-7.308961093E-2,5.183556676E-3,2.498966069E0,2.500040074E0
2.010521479E1,-6.326242948E-1,9.323560774E-1,2.772461395E0,2.992664956E0
2.011522179E1,-9.076206011E-1,1.872001879E0,2.937372757E0,3.599489533E0
2.012522779E1,-9.398796898E-1,2.722529097E0,2.894963486E0,4.083668951E0
2.013523479E1,-7.453767389E-1,3.506409166E0,2.572384878E0,4.412216640E0
2.014524079E1,-5.196151578E-1,4.215662391E0,2.102822471E0,4.739585599E0
2.015524779E1,-4.437685847E-1,4.837872210E0,1.504359802E0,5.085768034E0
2.016525379E1,-4.182215148E-1,5.344113616E0,9.270402275E-1,5.440024188E0
2.017526079E1,-3.363236582E-1,5.690336611E0,3.597112052E-1,5.711605422E0
2.018526679E1,-2.467525005E-1,5.892573674E0,-1.757510765E-1,5.900355899E0
2.019527379E1,-1.069134146E-1,5.936975091E0,-5.968172617E-1,5.967855104E0
2.020527979E1,9.001086831E-2,5.757974278E0,-8.870663224E-1,5.826599042E0
2.021528679E1,1.817495888E-1,5.495458269E0,-9.386288242E-1,5.578003098E0
2.022529279E1,3.502061176E-1,5.347670478E0,-7.835473627E-1,5.416102873E0
2.023529979E1,6.109650385E-1,5.169663107E0,-5.917027022E-1,5.239160906E0
2.024530579E1,9.490820378E-1,4.894995414E0,-5.295760359E-1,5.014198600E0
2.025531242E1,1.326240311E0,4.681989534E0,-6.204141390E-1,4.905594058E0
2.026531842E1,1.741632358E0,4.571998730E0,-8.252573061E-1,4.961603096E0
2.027532542E1,2.178895331E0,4.520794662E0,-1.120650455E0,5.142083885E0
2.028533142E1,2.735541490E0,4.479326794E0,-1.341399803E0,5.417278763E0
2.029533842E1,3.299218342E0,4.300775047E0,-1.556345204E0,5.639478528E0
2.030534442E1,3.792892327E0,4.186816907E0,-1.689873098E0,5.896705784E0
2.031535142E1,4.313487478E0,4.138596089E0,-1.700067426E0,6.214851653E0
2.032535742E1,4.945408353E0,3.915247069E0,-1.612854743E0,6.510570160E0
2.033536442E1,5.546562933E0,3.539064696E0,-1.347270992E0,6.715986779E0
2.034537042E1,5.960821205E0,3.173714874E0,-1.034373618E0,6.831821450E0
2.035537742E1,6.218948879E0,2.708988699E0,-7.550709839E-1,6.825252898E0
2.036538342E1,6.437611941E0,2.183047439E0,-4.988762534E-1,6.815968099E0
2.037539042E1,6.652758486E0,1.751208344E0,-2.767845310E-1,6.884949950E0
2.038539642E1,7.011299810E0,1.381553217E0,-1.328785604E-1,7.147354128E0
2.039540342E1,7.286913582E0,1.088679049E0,-8.683699965E-3,7.367795263E0
2.040540942E1,7.422403509E0,8.908437699E-1,1.260897969E-1,7.476735592E0
2.041541642E1,7.438455870E0,8.673742157E-1,3.425512353E-1,7.496686275E0
2.042542242E1,7.546619419E0,8.500875074E-1,6.550119679E-1,7.622542496E0
2.043542942E1,7.836776971E0,4.770912820E-1,8.539419919E-1,7.897588639E0
2.044543542E1,8.132101123E0,-2.461104763E-1,8.192924152E-1,8.176972490E0
2.045544242E1,8.066066762E0,-1.109562964E0,7.538961321E-1,8.176852840E0
2.046544842E1,7.534329742E0,-1.805158848E0,9.128820719E-1,7.801158683E0
2.047545542E1,6.833160292E0,-2.232168143E0,1.246491306E0,7.295779244E0
2.048546142E1,6.243907719E0,-2.417738303E0,1.506028013E0,6.862941241E0
2.049546842E1,5.867531803E0,-2.271482483E0,1.523502417E0,6.473686874E0
2.050547442E1,5.936655833E0,-1.742494238E0,1.291060977E0,6.320364474E0
2.051548142E1,6.391954542E0,-1.105065286E0,8.472162321E-1,6.541867279E0
2.052548742E1,6.944463796E0,-6.623158711E-1,3.965955877E-1,6.987240356E0
2.053549442E1,7.368677537E0,-3.996788245E-1,-9.938790187E-2,7.380178166E0
2.054550042E1,7.477520533E0,-3.404593939E-1,-5.124172354E-1,7.502785972E0
2.055550742E1,7.360932316E0,-6.939229953E-1,-6.038391830E-1,7.418185454E0
2.056551342E1,7.051754941E0,-1.359394024E0,-2.353727956E-1,7.185443633E0
2.057552042E1,6.434804692E0,-2.121376271E0,4.797422634E-1,6.792429709E0
2.058552642E1,5.551060612E0,-2.707695295E0,1.181424075E0,6.288215214E0
2.059553342E1,4.536413745E0,-3.064335689E0,1.874416194E0,5.786418490E0
2.060553942E1,3.492014490E0,-3.097997525E0,2.630419078E0,5.358251430E0
2.061554642E1,2.523510926E0,-2.854263357E0,3.311008083E0,5.047544079E0
2.062555242E1,1.553083043E0,-2.413823592E0,3.801962528E0,4.763772700E0
2.063555942E1,6.864496690E-1,-1.818773505E0,4.112233332E0,4.548583647E0
2.064556542E1,-1.326949579E-1,-1.233683565E0,4.373126739E0,4.545747526E0
2.065557242E1,-9.203113979E-1,-7.877316302E-1,4.421278560E0,4.584233665E0
2.066557842E1,-1.684017988E0,-5.244771177E-1,4.216021410E0,4.570101680E0
2.067558542E1,-2.402396379E0,-5.191008952E-1,3.847802360E0,4.565803007E0
2.068559142E1,-3.075373478E0,-8.767511031E-1,3.262192018E0,4.568206572E0
2.069559842E1,-3.852093047E0,-1.494944177E0,2.534321258E0,4.847294418E0
2.070560442E1,-4.666396764E0,-1.975315163E0,1.735079822E0,5.356083526E0
2.071561142E1,-5.607130147E0,-2.233561827E0,9.448938234E-1,6.109135067E0
2.072561742E1,-6.364870824E0,-2.411847818E0,3.164191514E-1,6.813861723E0
2.073562442E1,-6.755687023E0,-2.638688795E0,-1.409496184E-1,7.254092122E0
2.074563042E1,-6.809153963E0,-2.970925249E0,-4.419863534E-1,7.442199035E0
2.075563742E1,-6.597704612E0,-3.319428366E0,-6.668537490E-1,7.415726852E0
2.076564342E1,-6.444458445E0,-3.468059617E0,-7.858552587E-1,7.360438210E0
2.077565042E1,-6.307301477E0,-3.284386879E0,-8.070432293E-1,7.156854607E0
2.078565642E1,-6.191986198E0,-3.058554839E0,-8.742201358E-1,6.961301001E0
2.079566342E1,-5.937234122E0,-2.839560241E0,-8.976598692E-1,6.642262011E0
2.080566942E1,-5.641039320E0,-2.595921090E0,-9.066850466E-1,6.275524575E0
2.081567642E1,-5.435506766E0,-2.517175760E0,-9.611120993E-1,6.066683120E0
2.082568242E1,-5.212279953E0,-2.468198312E0,-9.587603492E-1,5.846288278E0
2.083568942E1,-5.025759037E0,-2.355181574E0,-7.974754304E-1,5.607236503E0
2.084569542E1,-4.858674849E0,-2.449159193E0,-5.153501987E-1,5.465408299E0
2.085570242E1,-4.690929927E0,-2.619439761E0,-2.501169884E-1,5.378554336E0
2.086570842E1,-4.521624967E0,-2.921751628E0,2.965006113E-2,5.383549391E0
2.087571542E1,-4.307708091E0,-3.476024694E0,3.680717003E-1,5.547483524E0
