"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.705291542E1,-1.391057281E0,3.399730225E0,8.616831207E0,9.367122611E0
2.706295742E1,-1.455273743E0,3.407214661E0,8.522377625E0,9.292892649E0
2.707299942E1,-1.397643585E0,3.428021393E0,8.373736725E0,9.155555963E0
2.708304142E1,-1.276395721E0,3.514840851E0,8.167166290E0,8.982532909E0
2.709308342E1,-1.329086151E0,3.693120117E0,7.911048889E0,8.831211736E0
2.710312542E1,-1.389261017E0,3.839216309E0,7.624394989E0,8.648758696E0
2.711316742E1,-1.529070282E0,3.845054169E0,7.509134674E0,8.573774026E0
2.712320942E1,-1.724713440E0,3.742517395E0,7.468419342E0,8.529851134E0
2.713325142E1,-1.788780212E0,3.578907623E0,7.480693817E0,8.483460049E0
2.714329342E1,-1.799707489E0,3.415297852E0,7.650740204E0,8.569540952E0
2.715333542E1,-1.810634766E0,3.297193451E0,7.709867249E0,8.578574235E0
2.716337642E1,-1.757345581E0,3.279679871E0,7.703730011E0,8.555233464E0
2.717341842E1,-1.579216003E0,3.327879639E0,7.682174835E0,8.519654704E0
2.718346042E1,-1.513802032E0,3.356170807E0,7.601492615E0,8.446192577E0
2.719350242E1,-1.477727051E0,3.336711273E0,7.599396973E0,8.430192981E0
2.720354442E1,-1.432071991E0,3.312461700E0,7.642657013E0,8.451830507E0
2.721358642E1,-1.337169342E0,3.298989716E0,7.691754913E0,8.475520553E0
2.722362842E1,-1.315464478E0,3.299289093E0,7.814200287E0,8.583558786E0
2.723367042E1,-1.420845337E0,3.363056488E0,7.991581421E0,8.786030049E0
2.724371242E1,-1.540895691E0,3.500171356E0,8.126151581E0,8.981085601E0
2.725375442E1,-1.650916901E0,3.626808014E0,8.256081390E0,9.167450186E0
2.726379642E1,-1.675914917E0,3.719465332E0,8.333620148E0,9.278595687E0
2.727383742E1,-1.554667053E0,3.800147552E0,8.480315094E0,9.421987856E0
2.728387942E1,-1.464554443E0,3.882326660E0,8.571475525E0,9.523002294E0
2.729392142E1,-1.438807983E0,3.951333160E0,8.651708679E0,9.619525208E0
2.730396342E1,-1.441652069E0,4.012855225E0,8.772058411E0,9.753480225E0
2.731400542E1,-1.466201019E0,4.060306549E0,8.905131683E0,9.896322802E0
2.732404742E1,-1.515298920E0,4.093537445E0,9.042845306E0,1.004122656E1
2.733408942E1,-1.586401062E0,4.136797485E0,9.181307373E0,1.019441842E1
2.734413142E1,-1.669777679E0,4.179009705E0,9.306147766E0,1.033714979E1
2.735417342E1,-1.763931885E0,4.260140991E0,9.428144073E0,1.049524452E1
2.736421542E1,-1.838327179E0,4.377047882E0,9.554780731E0,1.066920005E1
2.737425742E1,-1.913919983E0,4.421206055E0,9.757309570E0,1.088187680E1
2.738429842E1,-1.879192200E0,4.387526093E0,9.998009033E0,1.107889585E1
2.739434042E1,-1.828597412E0,4.292922821E0,1.011671219E1,1.114095240E1
2.740438242E1,-1.837429047E0,4.182751923E0,1.017778519E1,1.115611359E1
2.741442442E1,-2.004331970E0,4.333338776E0,1.007345215E1,1.114762799E1
2.742446642E1,-2.290237427E0,4.796775055E0,9.880204010E0,1.121929898E1
2.743450842E1,-2.453847198E0,5.120102692E0,9.916278992E0,1.142669710E1
2.744455042E1,-2.099533997E0,4.962330780E0,9.931247864E0,1.129878108E1
2.745459242E1,-1.441203003E0,4.435127106E0,1.009605515E1,1.112104977E1
2.746463442E1,-1.054257660E0,3.904630280E0,1.023676254E1,1.100676629E1
2.747467642E1,-1.032702484E0,3.702999573E0,1.032238449E1,1.101500349E1
2.748471842E1,-1.119072876E0,3.731590118E0,1.027104126E1,1.098505246E1
2.749475942E1,-1.438358917E0,3.869902496E0,1.026714935E1,1.106613652E1
2.750480142E1,-1.626218262E0,3.980672150E0,9.873617706E0,1.076933903E1
2.751484342E1,-1.594783630E0,4.158352661E0,9.306447144E0,1.031722783E1
2.752488542E1,-1.509760437E0,4.522695007E0,8.843310242E0,1.004680460E1
2.753492742E1,-1.398691406E0,4.880301361E0,8.412506104E0,9.825677481E0
2.754496942E1,-1.451531525E0,4.976850586E0,7.951913910E0,9.492571851E0
2.755501142E1,-1.604214020E0,4.902754669E0,7.890691223E0,9.427275001E0
2.756505342E1,-1.865570526E0,4.718188477E0,8.008346558E0,9.480256878E0
2.757509542E1,-1.906884613E0,4.390070801E0,8.096962280E0,9.405834824E0
2.758513742E1,-1.911674652E0,3.885769501E0,8.356522522E0,9.411969680E0
2.759517942E1,-1.908830566E0,3.328628082E0,8.681496735E0,9.491669221E0
2.760522042E1,-1.845512238E0,2.909649353E0,9.045988770E0,9.679973533E0
2.761526242E1,-1.708247681E0,2.614612885E0,9.458381195E0,9.960687000E0
2.762530442E1,-1.672023010E0,2.391576691E0,9.901310120E0,1.032236611E1
2.763534642E1,-1.601070557E0,2.238295441E0,1.012973511E1,1.049690082E1
2.764538842E1,-1.573078766E0,2.107916565E0,1.007929001E1,1.041681219E1
2.765543042E1,-1.547931061E0,2.069745941E0,9.793983307E0,1.012926690E1
2.766547242E1,-1.636696472E0,2.124681702E0,9.357490997E0,9.734253204E0
2.767551467E1,-1.773511963E0,2.312541046E0,8.975635071E0,9.436907104E0
2.768555667E1,-1.802401886E0,2.497256927E0,8.481213226E0,9.023077220E0
2.769559867E1,-1.873504028E0,2.548151093E0,8.201894073E0,8.790572093E0
2.770564067E1,-1.891616364E0,2.574645996E0,7.962841187E0,8.579851644E0
2.771568167E1,-1.898651733E0,2.634970551E0,7.612569580E0,8.276422163E0
2.772572367E1,-2.086062012E0,2.671344910E0,7.605983276E0,8.326987447E0
2.773576567E1,-2.517764282E0,2.713856506E0,7.949369202E0,8.769072062E0
2.774580767E1,-2.646795959E0,2.705324249E0,7.944728851E0,8.800171854E0
2.775584967E1,-2.514920197E0,2.565964050E0,7.880811768E0,8.661188672E0
2.776589167E1,-2.314786377E0,2.501298523E0,7.802524567E0,8.514347884E0
2.777593367E1,-2.174677734E0,2.601889343E0,7.591613159E0,8.314543990E0
2.778597567E1,-2.032623138E0,2.845133514E0,7.458240509E0,8.237213912E0
2.779601767E1,-1.873354340E0,3.065475311E0,7.433392181E0,8.256022934E0
2.780605967E1,-1.858086090E0,3.171604614E0,7.408244476E0,8.270045101E0
2.781610167E1,-1.850901031E0,3.226690063E0,7.364086304E0,8.250280631E0
2.782614267E1,-1.971849518E0,3.262016602E0,7.520810394E0,8.431579438E0
2.783618467E1,-2.197879486E0,3.350931702E0,7.844587097E0,8.808913907E0
2.784622667E1,-2.305355988E0,3.441942444E0,7.953710175E0,8.967894935E0
2.785626867E1,-2.285896454E0,3.532354431E0,8.138575745E0,9.161837456E0
2.786631067E1,-2.170935516E0,3.606150970E0,8.254883881E0,9.266088372E0
2.787635267E1,-1.918410645E0,3.691772919E0,8.311615906E0,9.294753663E0
2.788639467E1,-1.778002625E0,3.835324402E0,8.392148438E0,9.396763379E0
2.789643667E1,-1.625769196E0,3.986210632E0,8.495882721E0,9.524338501E0
2.790647867E1,-1.447489929E0,4.087699585E0,8.688981171E0,9.710968478E0
2.791652067E1,-1.329684906E0,4.123774567E0,8.898246002E0,9.897088488E0
2.792656267E1,-1.243613892E0,4.120182037E0,9.140142975E0,1.010270702E1
2.793660467E1,-1.240320740E0,4.095782776E0,9.379644928E0,1.030978036E1
2.794664567E1,-1.261726227E0,4.040248260E0,9.684860229E0,1.056939340E1
2.795668767E1,-1.267713776E0,3.994144135E0,1.000609222E1,1.084814119E1
2.796672967E1,-1.486858063E0,4.121978302E0,1.017254608E1,1.107619726E1
2.797677167E1,-1.917213135E0,4.763095093E0,1.004037094E1,1.127704880E1
2.798681367E1,-2.310445404E0,5.458399200E0,1.001028351E1,1.163348854E1
2.799685567E1,-1.895059204E0,5.521118774E0,1.015832565E1,1.171603952E1
2.800689767E1,-8.405021667E-1,4.899611206E0,1.039109161E1,1.151900251E1
2.801693967E1,-4.580474854E-2,4.309388580E0,1.054033127E1,1.138733996E1
2.802698167E1,3.902384949E-1,4.003574524E0,1.044408142E1,1.119194942E1
2.803702367E1,4.834945679E-1,3.540437622E0,1.033091675E1,1.093143661E1
2.804706467E1,-4.355941772E-2,3.196752319E0,1.060724213E1,1.107856978E1
2.805710667E1,-7.259902954E-1,3.201392670E0,1.054527100E1,1.104439755E1
2.806714867E1,-1.455273743E0,3.446433105E0,1.004635849E1,1.072030978E1
2.807719067E1,-1.858385468E0,3.753594360E0,9.226962433E0,1.013310924E1
2.808723267E1,-1.830393677E0,4.075275421E0,8.748257904E0,9.822943913E0
2.809727467E1,-1.526824951E0,4.291575623E0,8.470735016E0,9.617804711E0
2.810731667E1,-1.076112213E0,4.424199829E0,8.031847687E0,9.232666943E0
2.811735867E1,-6.345304871E-1,4.465513916E0,7.707771606E0,8.930463964E0
2.812740067E1,-4.409829712E-1,4.403842163E0,7.902067566E0,9.057094655E0
2.813744267E1,-2.615061951E-1,4.267026672E0,8.340954895E0,9.372696019E0
2.814748467E1,-9.310638428E-2,3.926933899E0,8.659791870E0,9.509020658E0
2.815752667E1,-1.646575928E-2,3.549269257E0,8.971443787E0,9.648025031E0
2.816756767E1,-1.095721436E-1,3.425326996E0,9.138795776E0,9.760248938E0
2.817760967E1,-2.827619934E-1,3.443289642E0,9.087602234E0,9.722176313E0
2.818765167E1,-3.754193115E-1,3.431913300E0,9.040749664E0,9.677506035E0
2.819769367E1,-5.120851135E-1,3.491190033E0,8.900191956E0,9.574134731E0
2.820773567E1,-6.688092041E-1,3.625610504E0,8.469088440E0,9.236764384E0
2.821777767E1,-8.478369141E-1,3.826642456E0,8.107141113E0,9.004874066E0
2.822781967E1,-9.107061768E-1,3.997586975E0,7.838150482E0,8.845715932E0
2.823786167E1,-8.906478882E-1,4.063450012E0,7.560477905E0,8.629351414E0
2.824790367E1,-8.279283142E-1,4.060605927E0,7.395970001E0,8.477874618E0
2.825794567E1,-7.873626709E-1,4.042942657E0,7.334597626E0,8.411994272E0
2.826798767E1,-7.797285461E-1,4.010909271E0,7.417824554E0,8.468736087E0
2.827802967E1,-7.662565613E-1,4.005370789E0,7.599846039E0,8.624836467E0
2.828807067E1,-7.458988953E-1,4.011657715E0,7.739206238E0,8.749004285E0
2.829811267E1,-6.225553894E-1,3.992497559E0,7.803422699E0,8.787549020E0
2.830815467E1,-4.331991577E-1,3.933969269E0,7.943231964E0,8.874610400E0
2.831819667E1,-3.113525391E-1,3.890858917E0,7.975564728E0,8.879490765E0
2.832823867E1,-2.433938599E-1,3.884871368E0,7.934250641E0,8.837635394E0
2.833828067E1,-3.125500488E-1,3.940256195E0,7.976612549E0,8.902227484E0
2.834832267E1,-5.266049194E-1,3.998934174E0,7.948022003E0,8.912903064E0
2.835836467E1,-6.608757019E-1,4.003574524E0,7.929310913E0,8.907263172E0
2.836840667E1,-7.673043823E-1,3.983216858E0,8.032446442E0,8.998609248E0
2.837844867E1,-8.921447754E-1,3.978277130E0,8.099057922E0,9.067378367E0
2.838849067E1,-9.672885132E-1,3.988755341E0,8.176596680E0,9.148909744E0
2.839853167E1,-9.921368408E-1,4.022734680E0,8.306376801E0,9.282382527E0
2.840857367E1,-1.055754547E0,4.063150635E0,8.397387543E0,9.388286760E0
2.841861567E1,-1.123264160E0,4.118086395E0,8.505462799E0,9.516472842E0
2.842865767E1,-1.105900269E0,4.147126007E0,8.613538055E0,9.623653535E0
2.843869967E1,-1.098266144E0,4.151317291E0,8.727301483E0,9.726531497E0
2.844874167E1,-1.111887817E0,4.215384064E0,8.798553314E0,9.819383776E0
2.845878367E1,-1.114582214E0,4.351451111E0,8.872798920E0,9.945048062E0
2.846882567E1,-1.115779724E0,4.453239441E0,8.996741180E0,1.010037909E1
2.847886767E1,-1.133892059E0,4.457879791E0,9.120982819E0,1.021522056E1
2.848890967E1,-1.202898560E0,4.347858582E0,9.392817535E0,1.041997411E1
2.849895167E1,-1.251397705E0,4.180207214E0,9.609716492E0,1.055399354E1
2.850899267E1,-1.396446075E0,4.108206940E0,9.846524048E0,1.076017945E1
2.851903467E1,-1.743723907E0,4.303999786E0,9.978699188E0,1.100633566E1
2.852907667E1,-2.200424194E0,4.808750153E0,9.974507904E0,1.128967460E1
2.853911867E1,-2.425256653E0,5.228177948E0,1.020173538E1,1.171712931E1
2.854916067E1,-2.115700378E0,5.125491486E0,1.050111282E1,1.187519354E1
2.855920267E1,-1.378034363E0,4.684508514E0,1.073537567E1,1.179372246E1
2.856924467E1,-9.940827942E-1,4.240082703E0,1.092323502E1,1.175940326E1
2.857928667E1,-1.045575714E0,3.986809387E0,1.097008759E1,1.171881817E1
2.858932867E1,-1.284628601E0,3.755390625E0,1.101259918E1,1.170600573E1
2.859937067E1,-1.709744568E0,3.456611938E0,1.095392120E1,1.161291446E1
2.860941267E1,-2.136507111E0,3.141666870E0,1.047791107E1,1.114546337E1
2.861945467E1,-2.404300232E0,3.023562469E0,9.677076416E0,1.041961600E1
2.862949567E1,-2.612068176E0,3.201841736E0,9.162745972E0,1.005139813E1
2.863953767E1,-2.567760315E0,3.414848785E0,8.798553314E0,9.781059538E0
2.864957967E1,-2.170336761E0,3.380869446E0,8.432564392E0,9.340705653E0
2.865962167E1,-1.861379242E0,3.230881348E0,8.309969330E0,9.108178590E0
2.866966771E1,-1.567091217E0,3.191662903E0,8.188721466E0,8.927353819E0
2.867970971E1,-1.329834595E0,3.197351074E0,8.199349365E0,8.900609190E0
2.868975171E1,-1.177750854E0,3.124302979E0,8.481961670E0,9.115483528E0
2.869979371E1,-9.301657104E-1,2.893632660E0,8.807235260E0,9.316958256E0
2.870983571E1,-6.927593994E-1,2.563269653E0,9.146130524E0,9.523758211E0
2.871987771E1,-4.846920776E-1,2.325713654E0,9.533973999E0,9.825504090E0
2.872991971E1,-2.731819153E-1,2.199376373E0,9.710606689E0,9.960309587E0
2.873996171E1,-4.460723877E-2,2.073338470E0,9.768835602E0,9.986534496E0
2.875000271E1,1.844165039E-1,1.982327728E0,9.729317780E0,9.930924283E0
2.876004471E1,3.173400879E-1,1.944606171E0,9.462572479E0,9.665530291E0
2.877008671E1,3.153941345E-1,2.016756134E0,9.117689667E0,9.343395722E0
2.878012871E1,2.619552612E-1,2.181713104E0,8.682394867E0,8.956141650E0
2.879017071E1,2.348616028E-1,2.282303925E0,8.321495361E0,8.631996074E0
2.880021271E1,1.489402771E-1,2.440524902E0,8.035440216E0,8.399204990E0
2.881025471E1,1.193019104E-1,2.667902069E0,7.671996002E0,8.123512606E0
2.882029671E1,1.260379028E-1,2.876568146E0,7.458988953E0,7.995439078E0
2.883033871E1,1.398092651E-1,3.064726868E0,7.310048676E0,7.927730384E0
2.884038071E1,1.622625732E-1,3.269501038E0,7.119644623E0,7.836153759E0
2.885042271E1,1.372645569E-1,3.461551666E0,7.013964386E0,7.822843339E0
2.886046471E1,9.580078125E-2,3.638633423E0,6.978039093E0,7.870315150E0
2.887050571E1,-1.227447510E-2,3.737278290E0,7.009922791E0,7.943954759E0
2.888054771E1,-8.831634521E-2,3.784430237E0,7.084318085E0,8.032264607E0
2.889058971E1,-1.541793823E-1,3.760180664E0,7.251221008E0,8.169634999E0
2.890063171E1,-3.743714905E-1,3.716920624E0,7.528594208E0,8.404485926E0
2.891067371E1,-4.864883423E-1,3.680845642E0,7.763306122E0,8.605476018E0
2.892071571E1,-5.379812622E-1,3.681893463E0,8.041577454E0,8.860741010E0
2.893075771E1,-5.438191223E-1,3.748504944E0,8.256979523E0,9.084312819E0
2.894079971E1,-5.632786560E-1,3.862867126E0,8.391998749E0,9.255520962E0
2.895084171E1,-5.125341797E-1,3.973786469E0,8.520281982E0,9.415353166E0
2.896088371E1,-3.725752258E-1,4.060905304E0,8.562643890E0,9.484125399E0
2.897092571E1,-2.496807861E-1,4.156406708E0,8.543034668E0,9.503762337E0
2.898096771E1,-2.883004761E-1,4.290976868E0,8.531059570E0,9.553772922E0
2.899100871E1,-3.879931641E-1,4.429588623E0,8.557853851E0,9.644099575E0
2.900105071E1,-4.360432434E-1,4.485422516E0,8.612041168E0,9.719897219E0
2.901109271E1,-4.760101318E-1,4.462220764E0,8.685388641E0,9.776194333E0
2.902113471E1,-5.134323120E-1,4.422253876E0,8.805738373E0,9.867166279E0
2.903117671E1,-5.382806396E-1,4.385131073E0,8.970695343E0,9.999624769E0
2.904121871E1,-5.426216125E-1,4.300107880E0,9.146280212E0,1.012125524E1
2.905126071E1,-5.858816528E-1,4.160897369E0,9.378148041E0,1.027647726E1
2.906130271E1,-6.575825500E-1,4.060007172E0,9.613907776E0,1.045673447E1
2.907134471E1,-7.179071045E-1,4.004322968E0,9.828262024E0,1.063695104E1
2.908138671E1,-7.762857056E-1,3.946992188E0,1.010174332E1,1.087320490E1
2.909142871E1,-9.292675781E-1,3.984564056E0,1.018586838E1,1.097689408E1
2.910146971E1,-1.365610199E0,4.436623993E0,1.003528152E1,1.105691634E1
2.911151171E1,-1.860630798E0,5.347928925E0,9.859097900E0,1.136943720E1
2.912155371E1,-1.797312469E0,5.832920380E0,1.008512787E1,1.178826096E1
2.913159571E1,-8.698411560E-1,5.234464874E0,1.041055115E1,1.168485436E1
2.914163771E1,2.598596191E-1,4.253404999E0,1.072355026E1,1.153921624E1
2.915167971E1,1.001267853E0,3.575165405E0,1.091994186E1,1.153384044E1
2.916172171E1,1.421144714E0,2.899919586E0,1.107247467E1,1.153381469E1
2.917176371E1,1.055155792E0,2.326312408E0,1.183034866E1,1.210298445E1
2.918180571E1,4.646337891E-1,2.019300842E0,1.230770599E1,1.248090891E1
2.919184771E1,-1.724414062E-1,1.986818390E0,1.176852722E1,1.193630664E1
2.920188971E1,-6.554869080E-1,2.210902405E0,1.101424576E1,1.125306012E1
2.921193171E1,-8.982820129E-1,2.542163544E0,1.013227982E1,1.048487484E1
2.922197371E1,-1.043480072E0,2.859803009E0,9.916129303E0,1.037289469E1
2.923201471E1,-9.416917419E-1,3.162922668E0,9.810748444E0,1.035092499E1
2.924205671E1,-4.382885742E-1,3.282823334E0,9.275611267E0,9.849161908E0
2.925209871E1,4.939727783E-2,3.159928894E0,8.816515961E0,9.365817871E0
2.926214071E1,2.751278687E-1,2.937790833E0,8.700656891E0,9.187368538E0
2.927218271E1,3.031196594E-1,2.684816895E0,8.855884094E0,9.258877166E0
2.928222471E1,1.011895752E-1,2.442919922E0,9.004075928E0,9.330138283E0
2.929226671E1,-1.956431580E-1,2.317480774E0,9.045689392E0,9.339887042E0
2.930230871E1,-4.501139832E-1,2.287692719E0,8.914861450E0,9.214710807E0
2.931235071E1,-5.451663208E-1,2.307152252E0,8.728498993E0,9.044714064E0
2.932239271E1,-5.215155029E-1,2.352058868E0,8.472680969E0,8.808545972E0
2.933243471E1,-6.122268677E-1,2.476150818E0,8.250243530E0,8.635546475E0
2.934247571E1,-7.466473389E-1,2.615361328E0,8.017627258E0,8.466400887E0
2.935251771E1,-8.587641907E-1,2.650238800E0,7.830516357E0,8.311331305E0
2.936255971E1,-9.469308472E-1,2.636018372E0,7.754474487E0,8.244825375E0
2.937260171E1,-9.581575012E-1,2.642305298E0,7.575147400E0,8.079771112E0
2.938264371E1,-9.759704590E-1,2.640808411E0,7.460036774E0,7.973614993E0
2.939268571E1,-1.082997894E0,2.654130707E0,7.413932648E0,7.948816991E0
2.940272771E1,-1.178050232E0,2.765648804E0,7.381899261E0,7.970511424E0
2.941276971E1,-1.226699066E0,2.908601532E0,7.379953308E0,8.026734348E0
2.942281171E1,-1.171463928E0,2.996768188E0,7.373367004E0,8.044842341E0
2.943285371E1,-1.071172485E0,3.039429474E0,7.399861908E0,8.071152227E0
2.944289571E1,-1.035097504E0,3.055446167E0,7.520810394E0,8.183505796E0
2.945293771E1,-9.550140381E-1,3.040028229E0,7.708220673E0,8.340892601E0
2.946297871E1,-9.538165283E-1,3.008144531E0,7.853269043E0,8.463600543E0
2.947302071E1,-9.120533752E-1,3.000809784E0,7.974217529E0,8.568829904E0
2.948306271E1,-9.035211182E-1,3.065175934E0,8.093669128E0,8.701674200E0
2.949310471E1,-1.002016296E0,3.182980957E0,8.165220337E0,8.820783842E0
2.950314671E1,-1.088536377E0,3.331621857E0,8.262068939E0,8.974764554E0
2.951318871E1,-1.173409882E0,3.443439331E0,8.337212677E0,9.096333349E0
2.952323071E1,-1.110839996E0,3.506158905E0,8.556207275E0,9.313205608E0
2.953327271E1,-1.077908478E0,3.533252563E0,8.710536346E0,9.461458862E0
2.954331471E1,-1.172511749E0,3.576662292E0,8.814420319E0,9.584430213E0
2.955335671E1,-1.396745453E0,3.610641632E0,9.024134216E0,9.819502493E0
2.956339871E1,-1.661395111E0,3.658392334E0,9.230554962E0,1.006713530E1
2.957344071E1,-1.774410095E0,3.651057587E0,9.384285278E0,1.022465466E1
2.958348271E1,-1.755998383E0,3.615880737E0,9.609117737E0,1.041601015E1
2.959352371E1,-1.753603363E0,3.693868561E0,9.924661560E0,1.073399724E1
2.960356571E1,-1.721270599E0,3.804039459E0,1.011371841E1,1.094169954E1
2.961360771E1,-1.641037445E0,3.801494751E0,1.032941986E1,1.112839975E1
2.962364971E1,-1.520837402E0,3.715423737E0,1.054063065E1,1.127928253E1
2.963369171E1,-1.498533783E0,3.639531555E0,1.058718384E1,1.129514299E1
2.964373371E1,-1.756297760E0,3.748954010E0,1.039677979E1,1.119072240E1
2.965377571E1,-2.439776459E0,4.380191345E0,1.004276596E1,1.122478212E1
2.966381771E1,-2.904410248E0,5.035229187E0,1.015997223E1,1.170530510E1
2.967385492E1,-2.508034515E0,5.069058838E0,1.064376617E1,1.205302257E1
2.968389692E1,-1.513352966E0,4.429738312E0,1.131512009E1,1.224519340E1
2.969393892E1,-7.072792053E-1,3.564088440E0,1.200353851E1,1.254144757E1
2.970398092E1,-6.077362061E-2,2.948867798E0,1.239602234E1,1.274209106E1
2.971402292E1,3.667373657E-1,2.397863617E0,1.254930359E1,1.278159876E1
2.972406392E1,1.095721436E-1,2.080972595E0,1.298624496E1,1.315237664E1
2.973410592E1,-3.240760803E-1,1.950743408E0,1.255828491E1,1.271302266E1
2.974414792E1,-6.664141846E-1,1.913620605E0,1.175131302E1,1.192473938E1
2.975418992E1,-9.192384338E-1,2.068099365E0,1.081141754E1,1.104575862E1
2.976423192E1,-1.212478638E0,2.546354828E0,1.010563522E1,1.049180111E1
2.977427392E1,-1.181642761E0,2.884202271E0,9.447154541E0,9.948046606E0
2.978431592E1,-8.768765259E-1,2.971770172E0,8.897796936E0,9.421842745E0
2.979435792E1,-6.342311096E-1,3.016676788E0,8.546327820E0,9.085279696E0
2.980439992E1,-4.671784973E-1,3.044069824E0,8.347690887E0,8.897671605E0
2.981444192E1,-2.782713318E-1,2.929857330E0,8.393645325E0,8.894648995E0
2.982448392E1,-1.279838562E-1,2.697989502E0,8.642128601E0,9.054386450E0
2.983452592E1,-2.290237427E-2,2.390379181E0,8.737180939E0,9.058298290E0
2.984456692E1,2.320175171E-2,2.153272247E0,8.809480591E0,9.068851524E0
2.985460892E1,-2.260299683E-2,2.097737732E0,8.923393707E0,9.166677137E0
2.986465092E1,-5.763015747E-2,2.130070496E0,8.986113281E0,9.235299316E0
2.987469292E1,1.125659180E-1,2.064955902E0,8.939859467E0,9.175935987E0
2.988473492E1,3.565585327E-1,1.953437805E0,8.847950592E0,9.068036332E0
2.989477692E1,5.361849976E-1,1.933678894E0,8.656798096E0,8.886324419E0
2.990481892E1,5.517526245E-1,2.094444580E0,8.367898865E0,8.643660131E0
2.991486092E1,4.270619202E-1,2.311792603E0,8.023914185E0,8.361217959E0
2.992490292E1,3.288661194E-1,2.435734863E0,7.627987518E0,8.014184352E0
2.993494492E1,2.131567383E-1,2.511926422E0,7.316485291E0,7.738615325E0
2.994498692E1,8.457412720E-2,2.667752380E0,7.007228394E0,7.498353506E0
2.995502892E1,-4.026626587E-2,2.911146240E0,6.722520447E0,7.325890728E0
2.996506992E1,-1.139131165E-1,3.091820526E0,6.596931610E0,7.286414553E0
2.997511192E1,-1.125659180E-1,3.196003876E0,6.596033478E0,7.330400364E0
2.998515392E1,-7.679031372E-2,3.253484344E0,6.685996399E0,7.435966983E0
2.999519592E1,-2.888992310E-2,3.252586212E0,6.981931000E0,7.702435471E0
3.000523792E1,5.882766724E-2,3.178490295E0,7.428452454E0,8.080109350E0
3.001527992E1,8.187973022E-2,3.018772430E0,7.749983826E0,8.317568189E0
3.002532192E1,-4.550537109E-2,2.864742737E0,8.051905975E0,8.546461930E0
3.003536392E1,-2.291734314E-1,2.856210480E0,8.374634857E0,8.851269274E0
3.004540592E1,-4.209246826E-1,2.922522583E0,8.599167938E0,9.091974762E0
3.005544792E1,-5.031037903E-1,2.963986359E0,8.718619537E0,9.222399644E0
3.006548992E1,-4.272116089E-1,2.946772156E0,8.830886078E0,9.319362898E0
3.007553192E1,-3.365002441E-1,3.002905426E0,8.831035767E0,9.333695202E0
3.008557392E1,-2.600093079E-1,3.207230530E0,8.707243195E0,9.282780648E0
3.009561492E1,-2.812651062E-1,3.474574585E0,8.533604279E0,9.218144097E0
3.010565692E1,-3.147953796E-1,3.646417236E0,8.424481201E0,9.185169476E0
3.011569892E1,-4.022135925E-1,3.720812531E0,8.403973846E0,9.199619453E0
3.012574092E1,-4.294569397E-1,3.776047668E0,8.510552216E0,9.320540128E0
3.013578292E1,-3.659889221E-1,3.770958252E0,8.825646973E0,9.604484292E0
3.014582492E1,-2.128573608E-1,3.731290741E0,9.192683716E0,9.923370030E0
3.015586692E1,-1.149609375E-1,3.605552216E0,9.562714233E0,1.022050519E1
3.016590892E1,-3.442840576E-2,3.445085907E0,9.907447357E0,1.048939061E1
3.017595092E1,1.483415222E-1,3.346441040E0,1.006432114E1,1.060713122E1
3.018599292E1,1.996847534E-1,3.301235046E0,1.019574783E1,1.071873597E1
3.019603492E1,5.837860107E-3,3.378624115E0,1.030651749E1,1.084617157E1
3.020607692E1,-4.867877197E-1,3.856280823E0,1.011551468E1,1.083658162E1
3.021611892E1,-1.028960266E0,4.715045013E0,9.977351990E0,1.108322884E1
3.022615992E1,-1.224453735E0,5.168152771E0,1.012704071E1,1.143529814E1
3.023620192E1,-9.557624817E-1,4.910239105E0,1.030996033E1,1.145945950E1
3.024624392E1,-9.355545044E-2,4.274062042E0,1.061068497E1,1.143953646E1
3.025628592E1,6.577322388E-1,3.743864594E0,1.094269455E1,1.158411403E1
3.026632792E1,1.272054749E0,3.229534149E0,1.106843307E1,1.159992348E1
3.027636992E1,1.629361725E0,2.369871826E0,1.134356094E1,1.170245645E1
3.028641192E1,1.207389221E0,1.804347839E0,1.207583817E1,1.226944690E1
3.029645392E1,4.778063965E-1,1.699565735E0,1.212224167E1,1.225012513E1
3.030649592E1,-1.996847534E-1,1.925745392E0,1.164518372E1,1.180502745E1
3.031653792E1,-5.602848816E-1,2.232756958E0,1.077654007E1,1.101966146E1
3.032657992E1,-6.571334839E-1,2.521805878E0,1.019993912E1,1.052758696E1
3.033662192E1,-4.629872131E-1,2.677332458E0,1.001597168E1,1.037796487E1
3.034666392E1,-1.300794983E-1,2.794239349E0,9.567055206E0,9.967609520E0
3.035670592E1,1.830693054E-1,3.025059357E0,9.021290131E0,9.516731272E0
3.036674692E1,4.239184570E-1,3.244503021E0,8.537196808E0,9.142769605E0
3.037678892E1,4.918771362E-1,3.322191467E0,8.541986847E0,9.178476919E0
3.038683092E1,4.179309082E-1,3.223696289E0,8.765172729E0,9.348536623E0
3.039687292E1,3.159928894E-1,3.071013794E0,8.779842224E0,9.306804323E0
3.040691492E1,1.851649475E-1,2.986439667E0,8.741671600E0,9.239584964E0
3.041695692E1,3.098556519E-2,2.990780640E0,8.728798370E0,9.227006553E0
