Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
52.25141167,0.1631456855,-1.108245294,-6.132745133,6.234211018
52.26141867,0.6886581624,-1.469758904,-6.658279427,6.853256615
52.27142467,0.7941898068,-1.485696806,-6.915996042,7.118218436
52.28143067,0.7895910448,-1.236708038,-6.899365976,7.053662287
52.29143767,0.4048868299,-0.9639814742,-6.502001479,6.585530872
52.30144367,-0.1140963901,-0.8065196112,-6.156814027,6.210463013
52.31144967,-0.1557638316,-0.7933163059,-6.092791108,6.146195297
52.32145667,0.007779062614,-0.8982144776,-6.407472467,6.470127756
52.33146267,0.06955109529,-1.001908854,-6.747730717,6.822061898
52.34146867,-0.2472987767,-1.191877874,-6.843487059,6.950902437
52.35147567,0.348690227,-1.200315698,-7.518445196,7.621637672
52.36148167,0.6523550662,-1.152676532,-8.670394042,8.77097276
52.37148867,0.5961037552,-1.378085672,-7.637884516,7.784069609
52.38149467,0.8309348794,-1.546288139,-6.405092066,6.641284827
52.39150067,0.5676957158,-1.583755051,-5.925332699,6.159555673
52.40150767,0.6350678462,-1.952428868,-5.208341854,5.598402854
52.41151367,0.8059582785,-2.201714675,-4.777845864,5.322116811
52.42151967,0.8673386939,-2.266867421,-4.664266039,5.257978889
52.43152667,0.7966154511,-2.454304451,-4.61079559,5.283714838
52.44153267,0.8224301773,-2.541244361,-4.698800864,5.404909237
52.45153867,1.073966285,-2.469156379,-4.698978619,5.415767431
52.46154567,1.063458254,-2.135488818,-4.834387854,5.390970402
52.47155167,0.8516728337,-1.732000532,-4.69945926,5.080363156
52.48155767,0.9398965736,-1.513375478,-4.356989009,4.707129075
52.49156467,1.197846931,-1.2344706,-2.911426322,3.381591069
52.50157067,1.507430906,-0.6562812522,-0.1618532681,1.652044037
52.51157667,1.684108474,0.1601675159,4.19811899,4.526154885
52.52158367,0.5606602728,1.148899815,9.877403194,9.959789384
52.53158967,-1.66222527,1.543010336,16.09263207,16.25166702
52.54159567,-4.581799833,0.8365134886,21.41424385,21.91489184
52.55160267,-6.608001559,0.421564368,25.24924549,26.10302279
52.56160867,-6.626843626,1.05784405,27.2070383,28.02243786
52.57161467,-6.236490526,2.469476514,27.28373038,28.0961576
52.58162167,-6.510643079,3.870483417,25.45931489,26.56211268
52.59162754,-6.967653269,5.444735427,22.11544429,23.81777093
52.60163354,-6.082542694,7.749739412,18.43384436,20.90125366
52.61164054,-4.120516498,9.671179499,15.51579489,18.74167176
52.62164654,-2.174929165,10.47305788,13.48705197,17.21382668
52.63165354,-1.282717731,10.23839859,12.24966536,16.01638136
52.64165954,-1.028907934,9.406712859,10.9218808,14.45103382
52.65166554,-1.045391234,8.38595916,8.837218612,12.22757485
52.66167254,-1.227154126,7.205598108,6.158247179,9.557748671
52.67167854,-1.947522323,5.963011572,3.335117907,7.104460688
52.68168454,-2.523458301,4.642325824,0.960757758,5.370482876
52.69169154,-2.401669716,3.376349256,-1.412811847,4.377646518
52.70169754,-1.764710003,2.155217031,-4.305402533,5.127928707
52.71170354,-0.6732663904,0.9860554442,-7.263594886,7.361073539
52.72171054,0.3232090844,-0.07832462311,-9.742355316,9.748029851
52.73171654,1.069527517,-1.374519894,-11.37522946,11.50778169
52.74172254,1.824163322,-3.14648673,-11.84506143,12.39086078
52.75172954,2.335950374,-4.722025127,-11.94544292,13.05556555
52.76173554,2.672244796,-5.728411925,-12.67998886,14.16819371
52.77174154,3.432411775,-6.289990795,-13.81475566,15.56254827
52.78174854,4.221002069,-6.751807981,-14.92669961,16.91774603
52.79175454,4.693333717,-6.944062092,-15.67506603,17.77512517
52.80176054,5.122518176,-6.950833753,-16.13085415,18.29641326
52.81176754,5.176696723,-6.452174431,-16.42008785,18.38608247
52.82177354,5.296698545,-5.913472207,-16.18523911,18.0273718
52.83177954,5.451417625,-5.64240406,-15.50490738,17.37690509
52.84178654,5.244372396,-5.35136241,-14.5197182,16.3389944
52.85179254,5.244560677,-5.072038579,-13.07363043,14.97166673
52.86179954,5.069635373,-4.87590367,-11.142812,13.17717339
52.87180554,4.698207371,-4.70526116,-8.903795595,11.11261495
52.88181154,4.316671872,-4.39555432,-6.354054059,8.850342186
52.89181854,4.099897169,-4.066073658,-4.034801579,7.044269698
52.90182454,3.974738688,-3.82678542,-2.364136877,6.002664197
52.91183054,3.64901457,-3.592004802,-1.306822878,5.284467036
52.92183754,2.90560308,-3.111271581,-0.5691843438,4.294940154
52.93184354,2.218586523,-2.516626414,0.3828458601,3.376700404
52.94184954,1.879209741,-2.143678721,0.8781418633,2.98293829
52.95185654,1.701433043,-1.856018807,0.7277082074,2.620923396
52.96186254,1.308264801,-1.630588178,1.183259516,2.402181858
52.97186854,0.7976107934,-1.591605961,2.461888289,3.038138651
52.98187554,0.1002654228,-1.822043853,4.183148949,4.563839621
52.99188154,-0.5200829351,-1.793022367,5.35395565,5.670119626
53.00188754,-0.8577456057,-1.345313344,5.449093357,5.677870545
53.01189454,-0.9411836189,-0.9013497546,4.745264009,4.920954023
53.02190054,-0.9536665472,-0.4837319648,3.870099548,4.015114818
53.03190654,-1.008630082,-0.1422156867,3.292426216,3.446393816
53.04191354,-1.259037677,-0.04319776744,3.33032436,3.560632284
53.05191954,-1.739829954,-0.05761758596,4.202901428,4.549143707
53.06192554,-2.160969522,0.08252204686,5.309700998,5.733194908
53.07193254,-2.071371467,0.2721437421,5.965601304,6.320841787
53.08193854,-1.433777331,0.6368784365,5.685229653,5.897725645
53.09194554,-0.4642616138,0.967105203,4.672816422,4.794376355
53.10195154,0.2486151311,0.8185382706,3.918686401,4.010974632
53.11195754,-0.09528242558,0.4479335564,4.493612126,4.516887551
53.12196454,-2.48007313,0.2389403281,7.181365492,7.601306831
53.13197054,-6.14949916,-0.1982495543,11.38202042,12.93854828
53.14197654,-9.446028952,-0.4731037733,15.04439939,17.7703473
53.15198354,-10.47332452,-0.3068262094,15.66048658,18.84238596
53.16198954,-9.066920632,-0.1703437176,14.14706579,16.80409287
53.17199554,-6.877350039,0.2367970312,11.33532105,13.26060027
53.18200254,-5.096117998,0.776957843,7.892392763,9.426767509
53.19200854,-4.27482335,1.31261279,4.408669624,6.279604674
53.20201454,-3.899636757,1.81613261,1.220882256,4.471695202
53.21202154,-3.576889164,2.190417854,-1.597356405,4.488163762
53.22202754,-3.055378339,2.374987263,-3.707780841,5.359434677
53.23203354,-2.053256793,2.419978079,-5.180673999,6.075486848
53.24204054,-0.7866700682,2.325004679,-6.107909669,6.58263299
53.25204654,0.409741298,2.016048913,-6.429848008,6.750947086
53.26205254,1.317505741,1.697984355,-6.153040819,6.517582647
53.27205954,1.941833713,1.463845468,-5.494474182,6.008561247
53.28206554,2.359771346,1.361809801,-4.941626374,5.642935226
53.29207154,2.552521886,1.304928672,-4.69275075,5.499101419
53.30207854,2.679913419,1.179227569,-4.541891416,5.40382191
53.31208454,2.753898239,1.169534932,-4.250675519,5.198077513
53.32209154,2.837112012,1.223215587,-3.888244627,4.966276998
53.33209754,2.933789583,1.264553063,-3.707082099,4.893738188
53.34210354,3.150080136,1.301120088,-3.823914145,5.122327375
53.35211054,3.298202096,1.418798519,-3.968654952,5.351761246
53.36211654,3.208561648,1.534822188,-3.773574296,5.185596395
53.37212254,2.807005868,1.471336336,-3.268362,4.552614932
53.38212954,2.033099979,1.319531508,-2.422886192,3.427103212
53.39213554,1.019320546,1.139032931,-1.208101412,1.94831194
53.40214154,-0.2253762496,0.8642462477,0.2820059484,0.9366127191
53.41214854,-1.366900387,0.5946144694,1.810091559,2.344869823
53.42215454,-2.287795922,0.3845219645,3.263388943,4.003944894
53.43216054,-2.745466847,0.04038554907,4.54763806,5.312271748
53.44216754,-2.689307849,-0.3870558554,5.398817242,6.043957028
53.45217354,-2.27608775,-0.7838531721,5.557602476,6.05656227
53.46217954,-1.813537616,-1.106509841,5.315190949,5.72403158
53.47218654,-1.547546899,-1.374162044,4.959231756,5.373751235
53.48219254,-1.452005441,-1.56166734,4.420131336,4.907615074
53.49219954,-1.363546424,-1.62927314,3.613883913,4.192129143
53.50220554,-1.229609225,-1.681186767,2.66568539,3.38292867
53.51221154,-1.07370813,-1.707253654,1.560984385,2.550340455
53.52221854,-0.832896401,-1.665253104,0.2827345115,1.883274573
53.53222454,-0.4605229041,-1.547051055,-1.050793185,1.926035988
53.54223054,-0.07762968153,-1.459647752,-2.227569308,2.664331614
53.55223754,0.2515577424,-1.364652133,-3.104470977,3.400484787
53.56224354,0.4289619729,-1.166472453,-3.650289263,3.856070287
53.57224954,0.3589441967,-0.9544988984,-3.966864535,4.095842199
53.58225654,0.2291000488,-0.7657534084,-3.951285798,4.03131797
53.59226246,0.1237177277,-0.607735329,-3.569878353,3.623352006
53.60226846,0.06288329601,-0.5079271585,-2.956650442,3.00062096
53.61227546,-0.1719245124,-0.4303737831,-2.118932135,2.169021213
53.62228146,-0.3946478802,-0.3605817094,-1.302310581,1.407756715
53.63228746,-0.4182738474,-0.2719116077,-0.6070801485,0.7857704757
53.64229446,-0.3226429278,-0.1077676928,-0.2931156582,0.4490313168
53.65230046,-0.2085731059,0.05342250109,-0.1562504661,0.2660280292
53.66230646,-0.2477979827,0.1683922094,0.1243626755,0.3243853441
53.67231346,-0.3730596676,0.2126152861,0.6536473739,0.7820701151
53.68231946,-0.5325271256,0.2543202594,1.337636535,1.462031269
53.69232546,-0.7140109585,0.3011488554,1.788457446,1.949123474
53.70233246,-0.8123181488,0.295791344,2.056949894,2.231231983
53.71233846,-0.7166381125,0.3119504169,2.043393125,2.18777026
53.72234446,-0.4909031363,0.3718010545,1.649198989,1.760420182
53.73235146,-0.2673427396,0.4198058179,1.084061503,1.192853053
53.74235746,-0.08567822769,0.4713203725,0.568497296,0.7434196848
53.75236446,-0.07170089722,0.5155478346,0.1502196479,0.5417532013
53.76237046,-0.1607051674,0.5564447227,-0.165337624,0.6023233435
53.77237646,-0.1849291585,0.5848975664,-0.4739735466,0.7752127965
53.78238346,-0.1643823351,0.5484650275,-0.695687685,0.9010087644
53.79238946,-0.1430978854,0.4844380161,-0.8180412573,0.961430546
53.80239546,-0.1089596477,0.4459180212,-0.8949081695,1.005771206
53.81240246,0.03413648352,0.3404102772,-0.9362813133,0.9968285479
53.82240846,0.2845785771,0.2442303041,-0.9843518579,1.053366977
53.83241446,0.4423879109,0.2145039368,-1.074864417,1.181969762
53.84242146,0.5505138919,0.1467873323,-1.120624142,1.2571438
53.85242746,0.6955811195,0.04282413036,-1.022134227,1.237103624
53.86243346,0.8293288685,-0.0007879123092,-0.8818969452,1.210590441
53.87244046,0.9161484727,-0.05962171912,-0.802825048,1.219594536
53.88244646,0.8941585565,-0.1769615963,-0.6319740844,1.109155613
53.89245246,0.7411357534,-0.26440963,-0.3939263338,0.8799844395
53.90245946,0.6792653413,-0.3203973046,-0.2017453122,0.7776612423
53.91246546,0.7104788017,-0.3718028086,-0.02146045089,0.8021708092
53.92247246,0.7079174289,-0.4127976376,0.1270114642,0.8292652699
53.93247846,0.4535803588,-0.3968987659,0.2253867745,0.6434772493
53.94248446,0.2475709645,-0.3998530716,0.2946102065,0.5549495789
53.95249146,0.1881211536,-0.4534433877,0.3375240916,0.5957541328
53.96249746,0.2557146741,-0.4653746313,0.2646291929,0.5932892648
53.97250346,0.2945745385,-0.4324925217,0.2007144481,0.5604553771
53.98251046,0.0790314053,-0.4469181874,0.2764043158,0.5313954978
53.99251646,-0.04162472025,-0.463457914,0.3639301175,0.5907376624
54.00252246,0.01127196997,-0.4196953055,0.4731292087,0.6325523337
54.01252946,0.06741576523,-0.3907866713,0.4512781638,0.6007587611
54.02253546,0.1242062625,-0.4718796587,0.3922008204,0.6260344172
54.03254146,0.1634651993,-0.5503884691,0.329742617,0.6621016023
54.04254846,0.2186637922,-0.5333093369,0.1278786063,0.5904114165
54.05255446,0.3530654061,-0.532089023,-0.03825950146,0.6397168896
54.06256046,0.5205143134,-0.5451391312,-0.2040649027,0.7808676632
54.07256746,0.6178463343,-0.5052587816,-0.3083418077,0.8556256188
54.08257346,0.6578263789,-0.4733549112,-0.3178365165,0.8705288439
54.09258046,0.6202040778,-0.4839974284,-0.2972402841,0.8409865607
54.10258646,0.6974561754,-0.4948121461,-0.3910518426,0.9403221364
54.11259246,0.7992281333,-0.4249408427,-0.4762481135,1.022816012
54.12259946,0.8410342634,-0.3687146017,-0.5762267303,1.084124686
54.13260546,0.6520964,-0.3349112633,-0.5346313924,0.907318023
54.14261146,0.4920829582,-0.3203771317,-0.4123754686,0.7175239866
54.15261846,0.5152453874,-0.2861066008,-0.360182637,0.6906998829
54.16262446,0.6122770076,-0.2405819339,-0.2903996265,0.7190930009
54.17263046,0.6958195397,-0.1882230413,-0.2541188228,0.7643095716
54.18263746,0.691955992,-0.1287030637,-0.1335866582,0.716388839
54.19264346,0.6197895102,-0.09282250196,0.000002338886261,0.6267017264
54.20264946,0.5325228864,-0.03679038852,0.07436664283,0.5389476364
54.21265646,0.4902619891,0.03070226759,0.1735441911,0.520976999
54.22266246,0.4802673434,0.08097253472,0.2030749691,0.5276861904
54.23266846,0.4262042798,0.09668838859,0.2241916037,0.4911828659
54.24267546,0.354525602,0.1409415784,0.276288541,0.4710501978
54.25268146,0.2323708351,0.1982796675,0.3194100022,0.4419658144
54.26268746,0.1402209091,0.2425395817,0.3854934794,0.4765423115
54.27269446,0.1314543249,0.2829643071,0.3938362867,0.5024500565
54.28270046,0.1268915963,0.2962632143,0.3864378047,0.5031973234
54.29270746,0.02007480696,0.3136624816,0.419707877,0.5243489795
54.30271346,0.0004484814405,0.3324206418,0.4952369463,0.596458982
54.31271946,0.01846477613,0.3657605883,0.4555694354,0.5845213994
54.32272646,-0.01520743847,0.3650203308,0.4415074664,0.5730619086
54.33273246,-0.06139941886,0.337123265,0.4270946646,0.5475690248
54.34273846,-0.1026493326,0.3217661378,0.4682888836,0.5773775293
54.35274546,-0.1832665028,0.3283278832,0.5224691838,0.643707898
54.36275146,-0.2432735534,0.3086818233,0.4852405465,0.624439651
54.37275746,-0.3010903832,0.2731430313,0.413199926,0.5796522348
54.38276446,-0.3491866556,0.266465511,0.3493997866,0.5612623271
54.39277046,-0.3935465571,0.2304878855,0.2397849584,0.515267294
54.40277646,-0.4537972905,0.2112297884,0.1621772039,0.5261667509
54.41278346,-0.5505758724,0.2378340349,0.09595280886,0.607376128
54.42278946,-0.5950785922,0.2693707001,0.007306095958,0.6532476437
54.43279546,-0.6395180158,0.2713192847,-0.1364547175,0.707967045
54.44280246,-0.6637889309,0.2625493383,-0.255548467,0.7581905558
54.45280846,-0.6071872987,0.2455526519,-0.3351933914,0.7357493664
54.46281546,-0.6104437593,0.2271859628,-0.4123362923,0.7708931592
54.47282146,-0.6223190157,0.1419265419,-0.4030327874,0.7548904082
54.48282746,-0.5351849775,0.07899909943,-0.3769980597,0.6593871055
54.49283446,-0.4377582318,0.04332172841,-0.401181559,0.5953618101
54.50284046,-0.4240358399,-0.007868013382,-0.3937047243,0.5786810081
54.51284646,-0.3866797332,-0.07165616602,-0.3940508795,0.5567152933
54.52285346,-0.2730673099,-0.1451661918,-0.370663771,0.4827324415
54.53285946,-0.14742731,-0.2017453122,-0.3385508627,0.42077627
54.54286546,-0.05600784749,-0.2343973339,-0.3129704636,0.3950056964
54.55287246,-0.01891194195,-0.2916564855,-0.2430307478,0.3801119722
54.56287846,0.0137766248,-0.3026211843,-0.1621029443,0.3435793083
54.57288446,0.04059297904,-0.2729006642,-0.1196468961,0.3007290179
54.58289146,0.006180653125,-0.2899242479,-0.08145990014,0.3012141851
54.59289771,-0.06685443252,-0.2870804545,0.01967880428,0.2954182761
54.60290371,-0.1556594588,-0.247833066,0.1290661758,0.319858052
54.61291071,-0.2332979111,-0.2391376716,0.2194939506,0.3997403353
54.62291671,-0.2509487548,-0.2287287506,0.2790168518,0.4394798317
54.63292271,-0.2181689715,-0.2482765773,0.2629627365,0.4223604619
54.64292971,-0.1018943109,-0.2189773491,0.1687067896,0.2946107786
54.65293571,0.02699586377,-0.1635194322,0.05447792351,0.1744569446
54.66294271,0.07929716125,-0.1095236117,-0.06301836669,0.1491803467
54.67294871,0.1163875119,-0.04297498852,-0.1616492003,0.2037728307
54.68295471,0.1002788714,0.01519165099,-0.1639296144,0.1927681426
54.69296171,0.07397020161,0.0626254338,-0.169932366,0.1956285887
54.70296771,0.06493961558,0.05633382976,-0.1363699329,0.1612061185
54.71297371,0.1100153625,0.04859825581,-0.05715945661,0.1331629601
54.72298071,0.1883812085,0.03125804543,-0.08317547321,0.2082851518
54.73298671,0.290934062,0.02403907299,-0.1052609915,0.3103230281
54.74299271,0.3344779846,0.03446582794,-0.07090684533,0.3436439963
54.75299971,0.3443964703,0.05180808485,-0.02640544116,0.349271032
54.76300571,0.3260677882,0.0758190912,0.0802875334,0.3442598221
54.77301171,0.2300914443,0.08486502618,0.1922365701,0.3116071955
54.78301871,0.1648115207,0.07487447351,0.306491164,0.3559576628
54.79302471,0.1378510326,0.08230160683,0.4016487515,0.4325484727
54.80303071,0.1714824629,0.07551620543,0.4148137575,0.4551696231
54.81303771,0.2054023071,0.07951336205,0.4278881317,0.4812491411
54.82304371,0.2266730158,0.1049788633,0.4161363977,0.4853562808
54.83305071,0.2602581069,0.1410441971,0.3697609609,0.4736569602
54.84305671,0.2093953706,0.1303432077,0.3070817327,0.3938717604
54.85306271,0.1192525014,0.1256467241,0.2981536192,0.3448243596
54.86306971,0.0786795491,0.1131944937,0.3214302152,0.3497439751
54.87307571,0.03170082584,0.1023096094,0.3661093748,0.3814554664
54.88308171,-0.02051539466,0.09552537739,0.3902086741,0.4022546314
54.89308871,-0.04633231357,0.09261404872,0.3572742319,0.3719797334
54.90309471,0.00735170424,0.09660915881,0.2954048431,0.3108880803
54.91310071,0.05975269675,0.09896617144,0.1602499616,0.1975974141
54.92310771,0.09632863864,0.08632770717,0.004988259673,0.1294471413
54.93311371,0.1488866289,0.09952662706,-0.0930011344,0.2017968998
54.94311971,0.1862488751,0.09058886558,-0.2040754277,0.2907606683
54.95312671,0.1858848859,0.0872287631,-0.2723106802,0.3410500762
54.96313271,0.1371055126,0.05408002049,-0.2683696568,0.3061777962
54.97313871,0.09312363356,0.02040064305,-0.2360953653,0.254615826
54.98314571,0.09366990969,-0.01021128505,-0.1690716559,0.1935550236
54.99315171,0.1065868476,-0.06227255434,-0.1298958957,0.1791970168
55.00315871,0.110801813,-0.1534128124,-0.1259045863,0.227298257
55.01316471,0.1473710306,-0.198065367,-0.06350953281,0.254914831
55.02317071,0.2009901443,-0.2056252322,-0.02193056703,0.2883742776
55.03317771,0.2143099554,-0.2407631975,0.01099159598,0.3225158747
55.04318371,0.2284472072,-0.275316149,0.03462487221,0.3594245264
55.05318971,0.2085489862,-0.2562776148,0.04451192915,0.333394972
55.06319671,0.2186845498,-0.2841816974,0.02683111846,0.3595859819
55.07320271,0.2193055241,-0.3184835109,0.01161373973,0.386861136
55.08320871,0.1775508495,-0.3075062406,0.04819742918,0.358339761
55.09321571,0.1635521767,-0.287199153,0.0657922858,0.3369885649
55.10322171,0.1437670992,-0.2811081085,0.09130251825,0.3286744549
55.11322771,0.1048996335,-0.2638538522,0.1554605073,0.3237140061
55.12323471,0.0853442055,-0.2487045935,0.2202505803,0.3429984349
55.13324071,0.1258569315,-0.2467273575,0.2399632984,0.3664651972
55.14324771,0.1724702038,-0.2453006369,0.2486522609,0.3895463008
55.15325371,0.192881518,-0.1780199423,0.1953870499,0.3272162574
55.16325971,0.1617797394,-0.1050072223,0.121850127,0.2281373583
55.17326671,0.1052295627,-0.04044928372,0.05849671483,0.1270089409
55.18327271,0.0724853012,0.03324229807,0.02807014346,0.08454053598
55.19327871,0.06772596002,0.07980981588,0.01610557079,0.1059046825
55.20328571,0.05803814694,0.09566541821,-0.001526123285,0.1119045477
55.21329171,0.0352489163,0.0958034125,0.02902382433,0.1061280468
55.22329771,0.04752295285,0.1168045646,0.08763455987,0.1535628648
55.23330471,0.07426797107,0.117075583,0.0655619055,0.1533648823
55.24331071,0.03230966717,0.1127957135,0.02872327745,0.1207965821
55.25331671,-0.0137699005,0.09952574998,0.02606454849,0.103799546
55.26332371,-0.01188388109,0.15029917,-0.03121243715,0.1539652018
55.27332971,-0.05739860773,0.1703255913,-0.1400659579,0.2278681193
55.28333571,-0.091784475,0.170531998,-0.2331279033,0.3030745313
55.29334271,-0.1182168134,0.1664374852,-0.2748846245,0.3424006545
55.30334871,-0.1016086744,0.1720528588,-0.3108514327,0.3695336549
55.31335571,-0.08676317856,0.1676627693,-0.308568095,0.3617359846
55.32336171,-0.07678125054,0.1268535894,-0.3188358057,0.3516297265
55.33336771,-0.1160032037,0.1138666311,-0.1712187535,0.2360894205
55.34337471,-0.1296264853,0.1091903204,-0.03835539579,0.1737719429
55.35338071,-0.09779321998,0.07714494735,0.03101129293,0.1283610419
55.36338671,-0.06929359853,0.02535118818,0.06789435983,0.1002692856
55.37339371,-0.04347638726,0.001776091754,0.09950206876,0.1086002414
55.38339971,-0.06304014757,-0.01476831257,0.1812899977,0.1925051338
55.39340571,-0.07740076303,-0.02229631037,0.2832420498,0.2944725155
55.40341271,-0.08873310551,-0.02908551246,0.3153461874,0.3288810559
55.41341871,-0.07377607405,-0.0183210808,0.2811347133,0.2912306614
55.42342471,-0.05430192232,-0.03388139874,0.2091876483,0.2187604172
55.43343171,-0.01102331713,-0.06075169355,0.138114742,0.1512876854
55.44343771,0.09121334821,-0.05327018112,0.09234390736,0.1403031871
55.45344371,0.1593888129,-0.06586186767,0.08031618476,0.190245286
55.46345071,0.1421477129,-0.06759615183,0.1217068702,0.1989667667
55.47345671,0.09311354712,-0.02771229386,0.1613901687,0.1883743359
55.48346371,0.04816980109,0.01494986862,0.1267231965,0.1363913371
55.49346971,0.02144597903,-0.002064944208,0.1085798711,0.110696804
55.50347571,0.02022113353,0.01354185909,0.06880944908,0.07298641292
55.51348271,-0.02522693485,0.007940226495,0.04425582111,0.05155601944
55.52348871,-0.02810201079,-0.01045774519,0.07126294076,0.07731425594
55.53349471,0.00351154536,0.01254929423,0.07601906598,0.07712790759
55.54350171,0.01637717396,0.005712437332,0.08221711457,0.08402676773
55.55350771,0.016363433,-0.002309650183,0.05567543328,0.05807624553
55.56351371,-0.000813640058,0.01388859898,0.03335076392,0.03613625113
55.57352071,-0.03140904978,0.03201964527,-0.03321861684,0.0558145375
55.58352671,-0.01849752054,0.01877687126,-0.1161192709,0.1190731466
55.59353279,0.03416367307,0.02436505526,-0.143358525,0.1493736228
55.60353979,0.09170144454,0.02226268888,-0.1345748377,0.1643629191
55.61354579,0.08019777864,0.0097502321,-0.08479222834,0.1171173459
55.62355279,0.07596658722,-0.03908512831,-0.01109333754,0.086148893
55.63355879,0.08267816752,-0.05382712841,0.01178564787,0.09935764004
55.64356479,0.02409432918,-0.05349763781,0.05668232381,0.0815807562
55.65357179,-0.03882331923,-0.07260838509,0.1081968784,0.1359624662
55.66357779,-0.07501582995,-0.067541188,0.1165426093,0.1541796569
55.67358379,-0.09339596763,-0.02210481405,0.1160871112,0.1506241912
55.68359079,-0.1259045863,-0.002914837003,0.0873778671,0.1532819389
55.69359679,-0.1052535363,0.02710184455,0.03862787604,0.1153469968
55.70360279,-0.04329336941,0.05876773328,0.02911387146,0.07858485745
55.71360979,-0.03462648019,0.07485400826,-0.01039401054,0.08312731884
55.72361579,-0.04636929721,0.07814979136,0.01666281044,0.09238588022
55.73362179,-0.0638130033,0.08130699545,0.09739239335,0.1420148062
55.74362879,-0.1303177723,0.07335127383,0.1197199863,0.1915620168
55.75363479,-0.1217675351,0.05391571373,0.1169992769,0.1772655284
55.76364179,-0.09720893696,0.0532464999,0.1060749239,0.1534166114
55.77364779,-0.06853726119,0.07651227862,0.05128592849,0.1148117216
55.78365379,-0.05127233371,0.09359141082,0.02621482193,0.1098882217
55.79366079,-0.05048339814,0.08903087497,0.003449857235,0.1024059163
55.80366679,-0.04542438716,0.09081661463,-0.006179337502,0.1017310997
55.81367279,0.02142960683,0.07204120517,0.004238646626,0.07528033884
55.82367979,0.05572615787,0.06092447877,-0.01661661744,0.08422178317
55.83368579,0.0839031592,0.05326842695,-0.00226755023,0.09941029734
55.84369179,0.08325996548,0.0367070657,-0.02662471175,0.0948077307
55.85369879,0.086242484,0.003392846882,-0.03632114947,0.09364028703
55.86370479,0.09330942884,0.005275065601,-0.06357852995,0.1130340891
55.87371079,0.1169377349,0.0008346900344,-0.1056667882,0.1576090121
55.88371779,0.1072749187,-0.05751379788,-0.1303607494,0.1783526566
55.89372379,0.1247374821,-0.08119619071,-0.1136640251,0.1872745883
55.90373079,0.1427530459,-0.09356685251,-0.018245067,0.1716568392
55.91373679,0.0924941808,-0.1235399723,0.1251941496,0.1987231072
55.92374279,0.03712280273,-0.11371665,0.1785365438,0.2149066692
55.93374979,-0.01435915366,-0.1306776685,0.2252756774,0.2608293871
55.94375579,-0.02539708883,-0.143865771,0.2509765291,0.2903990192
55.95376179,0.0198224996,-0.1821863759,0.2285963112,0.2929864852
55.96376879,0.08392391682,-0.1976581085,0.1461991024,0.2597809254
55.97377479,0.1362927496,-0.1890621167,0.08546875119,0.2482440433
55.98378079,0.1863180184,-0.1430152935,0.02231940687,0.2359362924
55.99378779,0.1669331829,-0.09571248829,-0.08278955698,0.2094795425
56.00379379,0.08080384254,-0.05120319039,-0.1461131483,0.1746427204
56.01379979,0.03934503704,-0.02819205791,-0.1948017436,0.2007250442
56.02380679,0.04892160684,-0.01628303379,-0.2223169863,0.2282176663
56.03381279,0.05915262625,-0.0009794086218,-0.2503953159,0.2572893442
56.04381879,0.0498574537,-0.01324072748,-0.2647800511,0.2697583326
56.05382579,0.07181316376,-0.007857196033,-0.2354843313,0.2463163338
56.06383179,0.07482053295,0.02971408814,-0.2047373325,0.2199963965
56.07383879,0.04169357121,0.0333531028,-0.2115715581,0.2182047377
56.08384479,0.04981257632,0.03903045684,-0.1954689109,0.2054574517
56.09385079,0.07350198582,0.04101587892,-0.1891907555,0.2070700031
56.10385779,0.09401679575,0.01638302118,-0.178563441,0.202465957
56.11386379,0.1034829994,-0.001547173262,-0.1195843309,0.1581503623
56.12386979,0.05827802896,-0.0393751502,0.009644397497,0.07099116506
56.13387679,-0.06685487106,-0.06107826054,0.1688880533,0.1916332493
56.14388279,-0.1350076778,-0.08197270095,0.2547666943,0.2997543416
56.15388879,-0.09934916407,-0.1147372815,0.2635053581,0.3040887599
56.16389579,-0.08071598813,-0.1208759809,0.189217068,0.2385983493
56.17390179,-0.06468803912,-0.1335390034,0.1423685914,0.2056356576
56.18390879,0.01605835453,-0.1618991688,0.08456652582,0.1833595072
56.19391479,0.05471108124,-0.1663094312,-0.006572270393,0.1752008107
56.20392079,0.09463616207,-0.1796618405,-0.008229956031,0.2032292112
56.21392779,0.1032210441,-0.1333954543,-0.06809842765,0.1818964733
56.22393379,0.07569249898,-0.1310820034,-0.07369128942,0.1683515731
56.23393979,0.04652658731,-0.09429483086,-0.1459634596,0.1798932183
56.24394679,0.02219222993,-0.06788646609,-0.2228490829,0.2340144891
56.25395279,-0.04948527843,-0.03511486888,-0.212195456,0.220700608
56.26395879,-0.08800161883,-0.06303503126,-0.1747925717,0.2055970408
56.27396579,-0.0736676082,-0.09074410915,-0.07670143604,0.1398017172
56.28397179,-0.0008610025048,-0.06843756616,0.04692156672,0.08298237892
56.29397779,0.0747940743,-0.05457820326,0.0553099823,0.1078523433
56.30398479,0.03920397297,-0.06088150173,0.05409200728,0.09038503195
56.31399079,0.006382674426,-0.07500165045,0.08100030899,0.1105759294
56.32399779,-0.04252957687,-0.05773043722,0.1711637896,0.1855764295
